SNR_dB,RMSE_cfo
-1.000000000000000000e+01,2.242291096964043884e-01
-9.000000000000000000e+00,2.158132687330821253e-01
-8.000000000000000000e+00,2.083575188998137429e-01
-7.000000000000000000e+00,1.995233936116344864e-01
-6.000000000000000000e+00,1.850856748573955213e-01
-5.000000000000000000e+00,1.716862798529781575e-01
-4.000000000000000000e+00,1.549086807343867112e-01
-3.000000000000000000e+00,1.255395678570717655e-01
-2.000000000000000000e+00,1.071665460707047490e-01
-1.000000000000000000e+00,8.051664533737788731e-02
0.000000000000000000e+00,6.132852915038446845e-02
1.000000000000000000e+00,4.422468616388919999e-02
2.000000000000000000e+00,1.699298116295770711e-02
3.000000000000000000e+00,1.489926508443033260e-02
4.000000000000000000e+00,1.310786612080702337e-02
5.000000000000000000e+00,1.156203014026275025e-02
6.000000000000000000e+00,1.021957180571304857e-02
7.000000000000000000e+00,9.047966292117910758e-03
8.000000000000000000e+00,8.021496255407855810e-03
9.000000000000000000e+00,7.119422985586234404e-03
1.000000000000000000e+01,6.324751956346287736e-03
1.100000000000000000e+01,5.623369593569471810e-03
1.200000000000000000e+01,5.003422671641137229e-03
1.300000000000000000e+01,4.454861758736985630e-03
1.400000000000000000e+01,3.969098645474461104e-03
1.500000000000000000e+01,3.538744762121273126e-03
1.600000000000000000e+01,3.157408213867435483e-03
1.700000000000000000e+01,2.819533900261221408e-03
1.800000000000000000e+01,2.520275711535058076e-03
1.900000000000000000e+01,2.255392862894446595e-03
2.000000000000000000e+01,2.021164547171833224e-03
2.100000000000000000e+01,1.814318573680397118e-03
2.200000000000000000e+01,1.631970723632174096e-03
2.300000000000000000e+01,1.471572333046870231e-03
2.400000000000000000e+01,1.330864217740299928e-03
