SNR_dB,RMSE_cfo
-1.000000000000000000e+01,1.556038233747620014e-01
-9.000000000000000000e+00,1.556038233747619737e-01
-8.000000000000000000e+00,1.556038233747619737e-01
-7.000000000000000000e+00,1.556038233747619737e-01
-6.000000000000000000e+00,1.556038233747620014e-01
-5.000000000000000000e+00,1.556038233747619459e-01
-4.000000000000000000e+00,1.556038233747619737e-01
-3.000000000000000000e+00,1.547247974565487127e-01
-2.000000000000000000e+00,1.491612245664881153e-01
-1.000000000000000000e+00,1.496355235873894629e-01
0.000000000000000000e+00,1.510772045758927151e-01
1.000000000000000000e+00,7.333435576104072040e-02
2.000000000000000000e+00,3.581736960820563337e-02
3.000000000000000000e+00,2.102463446843744893e-02
4.000000000000000000e+00,1.557463720703954405e-02
5.000000000000000000e+00,1.233241982898029832e-02
6.000000000000000000e+00,1.073941209522149588e-02
7.000000000000000000e+00,9.284328999288394765e-03
8.000000000000000000e+00,8.131069837823178340e-03
9.000000000000000000e+00,7.213149530482889683e-03
1.000000000000000000e+01,6.388429688876100417e-03
1.100000000000000000e+01,5.711463823107222962e-03
1.200000000000000000e+01,5.065101000915170522e-03
1.300000000000000000e+01,4.499413493511013155e-03
1.400000000000000000e+01,3.978881579050966115e-03
1.500000000000000000e+01,3.538962582772095869e-03
1.600000000000000000e+01,3.145781557726116864e-03
1.700000000000000000e+01,2.799642162362409297e-03
1.800000000000000000e+01,2.476151190286842493e-03
1.900000000000000000e+01,2.205035115926306903e-03
2.000000000000000000e+01,1.963788660369886543e-03
2.100000000000000000e+01,1.749050429243381981e-03
2.200000000000000000e+01,1.557858541424376325e-03
2.300000000000000000e+01,1.387597279764617251e-03
2.400000000000000000e+01,1.232940383073658159e-03
