SNR_dB,RMSE_cfo
-1.000000000000000000e+01,2.152461826342152648e-02
-9.000000000000000000e+00,2.152461826342152648e-02
-8.000000000000000000e+00,2.152461826342152648e-02
-7.000000000000000000e+00,2.152461826342152648e-02
-6.000000000000000000e+00,2.152461826342151954e-02
-5.000000000000000000e+00,2.152461826342152648e-02
-4.000000000000000000e+00,2.152461826342152995e-02
-3.000000000000000000e+00,2.147145120829275014e-02
-2.000000000000000000e+00,2.130199939065546139e-02
-1.000000000000000000e+00,2.050117308232994595e-02
0.000000000000000000e+00,1.913436587340684725e-02
1.000000000000000000e+00,9.117311518480820248e-03
2.000000000000000000e+00,8.995832475458073350e-04
3.000000000000000000e+00,8.772491226768046714e-04
4.000000000000000000e+00,8.819857765606305307e-04
5.000000000000000000e+00,8.226221815713905851e-04
6.000000000000000000e+00,7.959447783856001511e-04
7.000000000000000000e+00,7.665553422958420971e-04
8.000000000000000000e+00,7.312470627080735162e-04
9.000000000000000000e+00,6.975011230147893293e-04
1.000000000000000000e+01,6.764752397570512931e-04
1.100000000000000000e+01,6.537467452637301486e-04
1.200000000000000000e+01,6.304589950563126025e-04
1.300000000000000000e+01,6.151712886545645208e-04
1.400000000000000000e+01,6.025564566409531003e-04
1.500000000000000000e+01,5.866505977218956086e-04
1.600000000000000000e+01,5.648670918493780765e-04
1.700000000000000000e+01,5.583896199501853274e-04
1.800000000000000000e+01,5.402992885523231472e-04
1.900000000000000000e+01,5.268775506920764977e-04
2.000000000000000000e+01,5.238022485578793267e-04
2.100000000000000000e+01,5.213015272485454436e-04
2.200000000000000000e+01,5.192648367192719602e-04
2.300000000000000000e+01,5.176030758892179217e-04
2.400000000000000000e+01,5.162444787723051258e-04
