SNR_dB,RMSE_cfo
-1.000000000000000000e+01,3.183954570109746585e-01
-9.000000000000000000e+00,3.183954570109746585e-01
-8.000000000000000000e+00,3.183954570109746585e-01
-7.000000000000000000e+00,3.183954570109746030e-01
-6.000000000000000000e+00,3.183954570109746585e-01
-5.000000000000000000e+00,3.183954570109746585e-01
-4.000000000000000000e+00,3.183954570109746030e-01
-3.000000000000000000e+00,3.212549129922818714e-01
-2.000000000000000000e+00,3.243036848544034734e-01
-1.000000000000000000e+00,3.208945917592013752e-01
0.000000000000000000e+00,3.015872637335298423e-01
1.000000000000000000e+00,2.165329680199425955e-01
2.000000000000000000e+00,1.758530086782351953e-01
3.000000000000000000e+00,1.377017459470918082e-01
4.000000000000000000e+00,1.160522869055460454e-01
5.000000000000000000e+00,1.104459845017513181e-01
6.000000000000000000e+00,1.078151582374146655e-01
7.000000000000000000e+00,1.052010343023873223e-01
8.000000000000000000e+00,1.037361186976044902e-01
9.000000000000000000e+00,1.016086330141564020e-01
1.000000000000000000e+01,1.008167666087870368e-01
1.100000000000000000e+01,1.001858106725041220e-01
1.200000000000000000e+01,9.986226941718434613e-02
1.300000000000000000e+01,9.957868914189288434e-02
1.400000000000000000e+01,9.922721778249132818e-02
1.500000000000000000e+01,9.894290814795986266e-02
1.600000000000000000e+01,9.872854440492501160e-02
1.700000000000000000e+01,9.831112210578085708e-02
1.800000000000000000e+01,9.817974508991519911e-02
1.900000000000000000e+01,9.807362478348044532e-02
2.000000000000000000e+01,9.790993829585686870e-02
2.100000000000000000e+01,9.804346580566374036e-02
2.200000000000000000e+01,9.799836638135732414e-02
2.300000000000000000e+01,9.796233034153613295e-02
2.400000000000000000e+01,9.793349823593087977e-02
