-1.000000000000000000e+01	-6.691909473685271337e-01	4.930810072815534073e-01	1.000000000000000000e+00	1.406832607279017711e-01	2.937245602734175463e+03	0.000000000000000000e+00	0.000000000000000000e+00
-9.000000000000000000e+00	3.308090526314728663e-01	4.877578883495145567e-01	1.000000000000000000e+00	1.223183733853340643e-01	2.978697966525181528e+03	0.000000000000000000e+00	0.000000000000000000e+00
-8.000000000000000000e+00	1.330809052631472866e+00	4.586620145631067902e-01	1.000000000000000000e+00	1.181518345343112314e-01	2.626055170188737065e+03	0.000000000000000000e+00	0.000000000000000000e+00
-7.000000000000000000e+00	2.330809052631472866e+00	3.842536407766990458e-01	1.000000000000000000e+00	9.925539624485485435e-02	2.301675484701308051e+03	0.000000000000000000e+00	0.000000000000000000e+00
-6.000000000000000000e+00	3.330809052631472866e+00	3.073892597087378720e-01	1.000000000000000000e+00	8.800342835651002449e-02	1.898495097274417731e+03	0.000000000000000000e+00	0.000000000000000000e+00
-5.000000000000000000e+00	4.330809052631472866e+00	2.159966626213592200e-01	1.000000000000000000e+00	7.345682832136596341e-02	1.473046148080568628e+03	0.000000000000000000e+00	0.000000000000000000e+00
-4.000000000000000000e+00	5.330809052631472866e+00	1.125212378640776667e-01	1.000000000000000000e+00	3.459396927839757108e-02	6.594857095447559914e+02	0.000000000000000000e+00	0.000000000000000000e+00
-3.000000000000000000e+00	6.330809052631472866e+00	5.938713592233010180e-02	1.000000000000000000e+00	2.843047633577016828e-02	8.003905296793648039e-02	0.000000000000000000e+00	0.000000000000000000e+00
-2.000000000000000000e+00	7.330809052631472866e+00	3.444933252427184039e-02	1.000000000000000000e+00	2.415609087859574289e-02	7.905694150422272470e-02	0.000000000000000000e+00	0.000000000000000000e+00
-1.000000000000000000e+00	8.330809052631472866e+00	1.733768203883495271e-02	1.000000000000000000e+00	2.097330792661235982e-02	8.196798155380408124e-02	0.000000000000000000e+00	0.000000000000000000e+00
0.000000000000000000e+00	9.330809052631472866e+00	7.141990291262135908e-03	1.000000000000000000e+00	1.838674876784170478e-02	8.477912478908927740e-02	0.000000000000000000e+00	0.000000000000000000e+00
