         cfo  sto   snr  txp     ber  invalid
 1370.040609    1 21.41  -15 0.00000        0
 1565.372517    2 21.29  -15 0.00000        0
 1504.483634    3 21.31  -15 0.00000        0
 1721.892824    4 21.37  -15 0.00000        0
 1297.851083    2 21.41  -15 0.00000        0
 1701.807799    6 21.38  -15 0.00000        0
 1949.301127    3 21.37  -15 0.00000        0
 1597.786745    1 21.30  -15 0.00000        0
 1775.887960    3 21.12  -15 0.00000        0
 1578.152086    3 21.37  -15 0.00000        0
 1372.165794    2 21.37  -15 0.00000        0
 1637.717857    1 21.44  -15 0.00000        0
 1578.681781    3 21.35  -15 0.00000        0
 1650.352284    2 21.30  -15 0.00000        0
 1505.014397    2 21.39  -15 0.00000        0
 1829.349605    3 21.42  -15 0.00000        0
 1782.466641    3 21.39  -15 0.00000        0
 1458.575039    1 21.38  -15 0.00000        0
 1913.220060    4 21.34  -15 0.00000        0
 1674.518703    3 21.21  -15 0.00000        0
 1584.314790    1 21.43  -15 0.00000        0
 1676.649580    4 21.38  -15 0.00000        0
 1783.663466    2 21.43  -15 0.00000        0
 1661.266595    4 21.32  -15 0.00000        0
 1590.112388    3 21.37  -15 0.00000        0
 1879.812371    3 21.39  -15 0.00000        0
 1837.073648    3 21.40  -15 0.00000        0
 1691.727223    2 21.41  -15 0.00000        0
 1848.818846    0 21.39  -15 0.00000        0
 1657.265361    3 21.30  -15 0.00000        0
 1309.038127    7 21.27  -15 0.00000        0
 1646.201284    1 21.41  -15 0.00000        0
 1789.253905    2 21.41  -15 0.00000        0
 1537.962589    7 21.40  -15 0.00000        0
 1554.512517    2 21.26  -15 0.00000        0
 1388.614811    3 21.34  -15 0.00000        0
 1532.277049    7 21.36  -15 0.00000        0
 1534.295275    6 21.35  -15 0.00000        0
 1573.455264    3 21.37  -15 0.00000        0
 1346.537525    3 21.43  -15 0.00000        0
 1589.911751    2 21.32  -15 0.00000        0
 1606.851450    7 21.28  -15 0.00000        0
 1705.902948    6 21.38  -15 0.00000        0
 1739.747603    2 21.43  -15 0.00000        0
 1917.321968    1 21.42  -15 0.00000        0
 1900.782712    3 21.31  -15 0.00000        0
 1516.548167    3 21.36  -15 0.00000        0
 1763.977817    1 21.34  -15 0.00000        0
 1384.936469    2 21.36  -15 0.00000        0
 1666.519556    2 21.40  -15 0.00000        0
 1721.307752    5 21.41  -15 0.00000        0
 1685.389495    1 21.39  -15 0.00000        0
 1476.957972    3 21.16  -15 0.00000        0
 1584.637445    4 21.35  -15 0.00000        0
 1561.849160    5 21.37  -15 0.00000        0
 1543.793981    2 21.38  -15 0.00000        0
 1589.023233    3 21.32  -15 0.00000        0
 1497.989737    1 21.32  -15 0.00000        0
 1352.719321    0 21.37  -15 0.00000        0
 1617.802164    7 27.09  -10 0.00000        0
 1634.491542    7 27.11  -10 0.00000        0
 1527.366191    7 27.15  -10 0.00000        0
 1554.346149    7 27.19  -10 0.00000        0
 1613.263764    0 27.23  -10 0.00000        0
 1630.807627    0 27.18  -10 0.00000        0
 1678.306731    7 27.10  -10 0.00000        0
 1754.206259    6 26.95  -10 0.00000        0
 1703.523173    7 27.21  -10 0.00000        0
 1626.447927    7 27.18  -10 0.00000        0
 1733.414025    7 27.21  -10 0.00000        0
 1460.708762    7 27.14  -10 0.00000        0
 1685.513173    6 27.11  -10 0.00000        0
 1562.104936    7 27.18  -10 0.00000        0
 1594.746718    0 27.22  -10 0.00000        0
 1800.595576    6 27.21  -10 0.00000        0
 1612.875535    5 27.19  -10 0.00000        0
 1674.117548    6 27.13  -10 0.00000        0
 1652.871272    5 27.00  -10 0.00000        0
 1485.729784    0 27.21  -10 0.00000        0
 1653.585241    5 27.21  -10 0.00000        0
 1760.041209    7 27.19  -10 0.00000        0
 1669.292541    7 27.15  -10 0.00000        0
 1665.277315    7 27.09  -10 0.00000        0
 1719.081182    6 27.12  -10 0.00000        0
 1656.863613    7 27.16  -10 0.00000        0
 1840.866063    1 27.16  -10 0.00000        0
 1688.683757    7 27.17  -10 0.00000        0
 1702.021598    7 27.10  -10 0.00000        0
 1586.839351    7 26.97  -10 0.00000        0
 1602.504675    7 27.18  -10 0.00000        0
 1628.130454    5 27.19  -10 0.00000        0
 1814.496553    6 27.17  -10 0.00000        0
 1550.880658    7 27.06  -10 0.00000        0
 1638.582540    6 26.95  -10 0.00000        0
 1573.985552    7 27.14  -10 0.00000        0
 1570.908884    0 27.21  -10 0.00000        0
 1690.404941    7 27.16  -10 0.00000        0
 1645.039322    6 27.16  -10 0.00000        0
 1753.780321    6 27.08  -10 0.00000        0
 1620.689816    6 26.92  -10 0.00000        0
 1727.635163    7 27.16  -10 0.00000        0
 1716.263966    5 27.16  -10 0.00000        0
 1709.298833    0 27.16  -10 0.00000        0
 1601.894938    7 27.06  -10 0.00000        0
 1642.104831    6 26.96  -10 0.00000        0
 1535.569058    7 27.10  -10 0.00000        0
 1588.782872    4 27.13  -10 0.00000        0
 1716.074120    6 27.14  -10 0.00000        0
 1538.875415    7 27.05  -10 0.00000        0
 1806.334477    0 27.08  -10 0.00000        0
 1591.417950    0 26.86  -10 0.00000        0
 1659.428254    7 27.15  -10 0.00000        0
 1598.661389    0 27.14  -10 0.00000        0
 1692.599613    6 27.16  -10 0.00000        0
 1636.467791    6 27.09  -10 0.00000        0
 1731.157810    4 26.94  -10 0.00000        0
 1663.266085    7 27.10  -10 0.00000        0
 1633.635396    7 27.15  -10 0.00000        0
 1578.554545    6 27.15  -10 0.00000        0
 1528.109092    0 27.05  -10 0.00000        0
 1651.151511    7 27.09  -10 0.00000        0
 1678.375151    6 26.96  -10 0.00000        0
 1745.779158    7 27.15  -10 0.00000        0
 1572.144721    0 27.16  -10 0.00000        0
 1448.341732    7 27.16  -10 0.00000        0
 1742.520944    7 27.06  -10 0.00000        0
 1735.923171    6 26.97  -10 0.00000        0
 1623.933445    7 27.11  -10 0.00000        0
 1492.235184    0 27.17  -10 0.00000        0
 1629.244391    6 27.17  -10 0.00000        0
 1620.664322    3 27.08  -10 0.00000        0
 1770.217480    7 27.09  -10 0.00000        0
 1684.941501    7 27.10  -10 0.00000        0
 1752.038267    7 27.15  -10 0.00000        0
 1694.275855    0 27.15  -10 0.00000        0
 1674.820251    7 27.15  -10 0.00000        0
 1634.953884    6 27.09  -10 0.00000        0
 1731.936997    6 26.94  -10 0.00000        0
 1693.439869    7 27.12  -10 0.00000        0
 1474.476692    0 27.16  -10 0.00000        0
 1522.986450    0 27.15  -10 0.00000        0
 1697.384777    7 27.06  -10 0.00000        0
 1698.008744    5 27.06  -10 0.00000        0
 1662.688009    0 27.12  -10 0.00000        0
 1646.158359    7 27.18  -10 0.00000        0
 1550.837021    0 27.17  -10 0.00000        0
 1602.546296    5 27.16  -10 0.00000        0
 1438.226174    0 27.09  -10 0.00000        0
 1591.780211    0 26.89  -10 0.00000        0
 1679.594150    0 27.10  -10 0.00000        0
 1580.097860    7 27.14  -10 0.00000        0
 1697.375291    0 27.15  -10 0.00000        0
 1653.825720    7 27.10  -10 0.00000        0
 1557.879231    4 27.05  -10 0.00000        0
 1554.504809    6 27.10  -10 0.00000        0
 1624.114516    0 27.15  -10 0.00000        0
 1601.512282    0 27.16  -10 0.00000        0
 1590.073256    6 27.14  -10 0.00000        0
 1679.667433    6 27.09  -10 0.00000        0
 1638.206524    0 32.29   -5 0.00000        0
 1535.053237    1 32.14   -5 0.00000        0
 1774.687341    0 32.29   -5 0.00000        0
 1563.956676    0 32.35   -5 0.00000        0
 1701.000390    3 32.34   -5 0.00000        0
 1694.735470    2 32.29   -5 0.00000        0
 1559.982478    2 32.34   -5 0.00000        0
 1591.021538    1 32.38   -5 0.00000        0
 1610.019425    2 32.44   -5 0.00000        0
 1527.497696    3 32.44   -5 0.00000        0
 1732.360445    1 32.45   -5 0.00000        0
 1680.380808    0 32.35   -5 0.00000        0
 1717.654787    2 32.13   -5 0.00000        0
 1608.784061    1 32.34   -5 0.00000        0
 1620.134982    1 32.39   -5 0.00000        0
 1635.169343    1 32.39   -5 0.00000        0
 1656.727128    1 32.35   -5 0.00000        0
 1611.030909    2 32.39   -5 0.00000        0
 1714.561992    2 32.44   -5 0.00000        0
 1671.378358    2 32.50   -5 0.00000        0
 1575.583650    2 32.49   -5 0.00000        0
 1592.756833    2 32.48   -5 0.00000        0
 1642.948644    3 32.40   -5 0.00000        0
 1611.774285    0 32.23   -5 0.00000        0
 1567.681857    1 32.49   -5 0.00000        0
 1736.552355    1 32.47   -5 0.00000        0
 1661.291971    2 32.46   -5 0.00000        0
 1628.272631    2 32.37   -5 0.00000        0
 1626.829872    2 32.39   -5 0.00000        0
 1623.538456    1 32.43   -5 0.00000        0
 1682.061438    1 32.48   -5 0.00000        0
 1528.818673    0 32.50   -5 0.00000        0
 1704.898223    0 32.49   -5 0.00000        0
 1645.885862    3 32.40   -5 0.00000        0
 1626.911810    2 32.20   -5 0.00000        0
 1618.962941    7 32.50   -5 0.00000        0
 1606.078311    1 32.49   -5 0.00000        0
 1677.809882    2 32.50   -5 0.00000        0
 1688.826408    2 32.41   -5 0.00000        0
 1697.578299    3 32.42   -5 0.00000        0
 1584.890613    2 32.43   -5 0.00000        0
 1663.263951    1 32.49   -5 0.00000        0
 1538.461809    2 32.49   -5 0.00000        0
 1526.640009    2 32.49   -5 0.00000        0
 1658.567721    1 32.40   -5 0.00000        0
 1663.299287    0 32.23   -5 0.00000        0
 1575.654798    2 32.50   -5 0.00000        0
 1646.473781    7 32.48   -5 0.00000        0
 1686.536990    1 32.49   -5 0.00000        0
 1607.382331    1 32.41   -5 0.00000        0
 1711.967468    2 32.43   -5 0.00000        0
 1656.710289    2 32.45   -5 0.00000        0
 1680.639075    2 32.49   -5 0.00000        0
 1624.978962    2 32.49   -5 0.00000        0
 1586.463691    3 32.49   -5 0.00000        0
 1683.863849    1 32.42   -5 0.00000        0
 1625.283000    2 32.21   -5 0.00000        0
 1521.238349    1 32.49   -5 0.00000        0
 1747.618684    2 32.49   -5 0.00000        0
 1611.034822    1 32.47   -5 0.00000        0
 1648.319592    2 32.42   -5 0.00000        0
 1626.599353    1 32.42   -5 0.00000        0
 1671.574251    2 32.44   -5 0.00000        0
 1639.050337    2 32.48   -5 0.00000        0
 1722.540981    2 32.49   -5 0.00000        0
 1544.309684    2 32.49   -5 0.00000        0
 1732.662112    2 32.41   -5 0.00000        0
 1676.220203    2 32.19   -5 0.00000        0
 1599.581330    1 32.48   -5 0.00000        0
 1577.103723    1 32.49   -5 0.00000        0
 1694.175774    0 32.49   -5 0.00000        0
 1582.311387    2 32.40   -5 0.00000        0
 1705.843303    3 32.40   -5 0.00000        0
 1615.044001    2 32.44   -5 0.00000        0
 1630.314691    2 32.48   -5 0.00000        0
 1724.906882    0 32.48   -5 0.00000        0
 1651.026766    0 32.49   -5 0.00000        0
 1660.277166    1 32.39   -5 0.00000        0
 1654.939302    1 32.27   -5 0.00000        0
 1634.802458    1 32.48   -5 0.00000        0
 1715.235643    2 32.49   -5 0.00000        0
 1578.767040    2 32.50   -5 0.00000        0
 1566.384358    2 32.41   -5 0.00000        0
 1609.507160    2 32.41   -5 0.00000        0
 1594.172674    2 32.44   -5 0.00000        0
 1651.813423    0 32.48   -5 0.00000        0
 1607.950802    0 32.48   -5 0.00000        0
 1677.276748    0 32.47   -5 0.00000        0
 1698.470019    1 32.38   -5 0.00000        0
 1746.403361    0 32.22   -5 0.00000        0
 1686.584304    2 32.48   -5 0.00000        0
 1541.923861    3 32.49   -5 0.00000        0
 1675.078399    1 32.48   -5 0.00000        0
 1523.273888    2 32.41   -5 0.00000        0
 1629.318148    2 32.42   -5 0.00000        0
 1711.061520    1 32.45   -5 0.00000        0
 1695.311175    1 32.48   -5 0.00000        0
 1686.156231    0 32.47   -5 0.00000        0
 1529.535250    2 32.48   -5 0.00000        0
 1650.218764    2 32.43   -5 0.00000        0
 1640.801403    4 37.63    0 0.00000        0
 1635.830662    4 37.45    0 0.00000        0
 1540.675573    3 37.65    0 0.00000        0
 1528.221032    2 37.68    0 0.00000        0
 1559.977142    3 37.67    0 0.00000        0
 1598.349525    2 37.60    0 0.00000        0
 1604.710731    3 37.58    0 0.00000        0
 1599.289387    4 37.61    0 0.00000        0
 1616.689057    3 37.65    0 0.00000        0
 1590.356543    3 37.65    0 0.00000        0
 1590.087486    4 37.64    0 0.00000        0
 1684.658333    3 37.56    0 0.00000        0
 1640.962909    3 37.39    0 0.00000        0
 1561.262665    4 37.62    0 0.00000        0
 1625.146041    3 37.56    0 0.00000        0
 1621.584026    4 37.59    0 0.00000        0
 1586.774014    4 37.54    0 0.00000        0
 1592.918338    4 37.53    0 0.00000        0
 1594.863282    3 37.57    0 0.00000        0
 1594.246075    3 37.63    0 0.00000        0
 1548.434478    3 37.62    0 0.00000        0
 1613.699308    4 37.62    0 0.00000        0
 1544.640403    4 37.53    0 0.00000        0
 1640.141626    3 37.36    0 0.00000        0
 1591.355695    4 37.62    0 0.00000        0
 1631.071348    3 37.60    0 0.00000        0
 1586.714724    3 37.61    0 0.00000        0
 1610.332593    3 37.55    0 0.00000        0
 1588.168985    2 37.54    0 0.00000        0
 1584.091860    3 37.58    0 0.00000        0
 1592.659242    3 37.63    0 0.00000        0
 1629.886856    5 37.63    0 0.00000        0
 1614.323274    4 37.63    0 0.00000        0
 1651.276020    4 37.54    0 0.00000        0
 1526.332057    4 37.39    0 0.00000        0
 1580.181340    3 37.62    0 0.00000        0
 1599.298755    3 37.62    0 0.00000        0
 1586.295426    4 37.62    0 0.00000        0
