SNR_dB,RMSE_cfo
-1.000000000000000000e+01,1.243593124145070811e-01
-9.000000000000000000e+00,9.190903990308263438e-02
-8.000000000000000000e+00,1.066393917688046415e-02
-7.000000000000000000e+00,9.160151141035764721e-03
-6.000000000000000000e+00,7.845923943400404110e-03
-5.000000000000000000e+00,6.734206210576606025e-03
-4.000000000000000000e+00,5.804387242864484861e-03
-3.000000000000000000e+00,5.026332320793508619e-03
-2.000000000000000000e+00,4.371761180940441499e-03
-1.000000000000000000e+00,3.817296379577468386e-03
0.000000000000000000e+00,3.344379547991560304e-03
1.000000000000000000e+00,2.938420887517285539e-03
2.000000000000000000e+00,2.587930420393313481e-03
3.000000000000000000e+00,2.283801492786553550e-03
4.000000000000000000e+00,2.018754605807321616e-03
5.000000000000000000e+00,1.786914417536150960e-03
6.000000000000000000e+00,1.583490438685118728e-03
7.000000000000000000e+00,1.404536575032190333e-03
8.000000000000000000e+00,1.246769928883453447e-03
9.000000000000000000e+00,1.107433827898684185e-03
1.000000000000000000e+01,9.841937278966276983e-04
1.100000000000000000e+01,8.750575130752668912e-04
1.200000000000000000e+01,7.783139191889188683e-04
1.300000000000000000e+01,6.924844625106152483e-04
1.400000000000000000e+01,6.162854880468728253e-04
1.500000000000000000e+01,5.485978550944978736e-04
1.600000000000000000e+01,4.884424385146272354e-04
1.700000000000000000e+01,4.349601039622597769e-04
1.800000000000000000e+01,3.873951633910529256e-04
1.900000000000000000e+01,3.450815697098943437e-04
2.000000000000000000e+01,3.074312931118652285e-04
2.100000000000000000e+01,2.739244556485186327e-04
2.200000000000000000e+01,2.441008990024773578e-04
2.300000000000000000e+01,2.175529330993757407e-04
2.400000000000000000e+01,1.939190673337803136e-04
