;Scopy version,f4beeb1
;Exported on,samedi octobre 12/10/2024
;Device,M2K
;Nr of samples,16937
;Sample rate,1000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V),CH2(V)
2098,2.098,0.0312993,-0.0732059
2099,2.099,0.0312993,-0.0732059
2100,2.1,0.0312993,-0.0732059
2101,2.101,0.0312993,-0.0732059
2102,2.102,0.0312993,-0.0732059
2103,2.103,0.0312993,-0.0732059
2104,2.104,0.0312993,-0.0732059
2105,2.105,0.0312993,-0.0732059
2106,2.106,0.0312993,-0.0732059
2107,2.107,0.0312993,-0.0732059
2108,2.108,0.0312993,-0.0732059
2109,2.109,0.0312993,-0.0732059
2110,2.11,0.0312993,-0.0732059
2111,2.111,0.0312993,-0.0732059
2112,2.112,0.0312993,-0.0732059
2113,2.113,0.0312993,-0.0732059
2114,2.114,0.0312993,-0.0732059
2115,2.115,0.0312993,-0.0732059
2116,2.116,0.0312993,-0.0732059
2117,2.117,0.0312993,-0.0732059
2118,2.118,0.0312993,-0.0732059
2119,2.119,0.0312993,-0.0732059
2120,2.12,0.0312993,-0.0732059
2121,2.121,0.0312993,-0.0732059
2122,2.122,0.0312993,-0.0732059
2123,2.123,0.0312993,-0.0732059
2124,2.124,0.0312993,-0.0732059
2125,2.125,0.0312993,-0.0732059
2126,2.126,0.0312993,-0.0732059
2127,2.127,0.0312993,-0.0732059
2128,2.128,0.0312993,-0.0732059
2129,2.129,0.0312993,-0.0732059
2130,2.13,0.0312993,-0.0732059
2131,2.131,0.0312993,-0.0732059
2132,2.132,0.0312993,-0.0732059
2133,2.133,0.0312993,-0.0732059
2134,2.134,0.0312993,-0.0732059
2135,2.135,0.0312993,-0.0732059
2136,2.136,0.0312993,-0.0732059
2137,2.137,0.0312993,-0.0732059
2138,2.138,0.0312993,-0.0732059
2139,2.139,0.0312993,-0.0732059
2140,2.14,0.0312993,-0.0732059
2141,2.141,0.0312993,-0.0732059
2142,2.142,0.0312993,-0.0732059
2143,2.143,0.0312993,-0.0732059
2144,2.144,0.0312993,-0.0732059
2145,2.145,0.0312993,-0.0732059
2146,2.146,0.0312993,-0.0732059
2147,2.147,0.0312993,-0.0732059
2148,2.148,0.0312993,-0.0732059
2149,2.149,0.0312993,-0.0732059
2150,2.15,0.0312993,-0.0732059
2151,2.151,0.0312993,-0.0732059
2152,2.152,0.0312993,-0.0732059
2153,2.153,0.0312993,-0.0732059
2154,2.154,0.0312993,-0.0732059
2155,2.155,0.0312993,-0.0732059
2156,2.156,0.0312993,-0.0732059
2157,2.157,0.0312993,-0.0732059
2158,2.158,0.0312993,-0.0732059
2159,2.159,0.0312993,-0.0732059
2160,2.16,0.0312993,-0.0732059
2161,2.161,0.0312993,-0.0732059
2162,2.162,0.0312993,-0.0732059
2163,2.163,0.0312993,-0.0732059
2164,2.164,0.0312993,-0.0732059
2165,2.165,0.0312993,-0.0732059
2166,2.166,0.0312993,-0.0732059
2167,2.167,0.0312993,-0.0732059
2168,2.168,0.0312993,-0.0732059
2169,2.169,0.0312993,-0.0732059
2170,2.17,0.0312993,-0.0732059
2171,2.171,0.0312993,-0.0732059
2172,2.172,0.0312993,-0.0732059
2173,2.173,0.0312993,-0.0732059
2174,2.174,0.0312993,-0.0732059
2175,2.175,0.0295605,-0.0732059
2176,2.176,0.0295605,-0.0732059
2177,2.177,0.0312993,-0.0732059
2178,2.178,0.0295605,-0.0732059
2179,2.179,0.0295605,-0.0732059
2180,2.18,0.0312993,-0.0732059
2181,2.181,0.0295605,-0.0732059
2182,2.182,0.0295605,-0.0732059
2183,2.183,0.0312993,-0.0732059
2184,2.184,0.0295605,-0.0732059
2185,2.185,0.0295605,-0.0732059
2186,2.186,0.0295605,-0.0732059
2187,2.187,0.0312993,-0.0732059
2188,2.188,0.0312993,-0.0732059
2189,2.189,0.0312993,-0.0732059
2190,2.19,0.0312993,-0.0732059
2191,2.191,0.0312993,-0.0732059
2192,2.192,0.0312993,-0.0732059
2193,2.193,0.0312993,-0.0732059
2194,2.194,0.0312993,-0.0732059
2195,2.195,0.0312993,-0.0732059
2196,2.196,0.0312993,-0.0732059
2197,2.197,0.0312993,-0.0732059
2198,2.198,0.0312993,-0.0732059
2199,2.199,0.0312993,-0.0732059
2200,2.2,0.0312993,-0.0732059
2201,2.201,0.0312993,-0.0732059
2202,2.202,0.0312993,-0.0732059
2203,2.203,0.0312993,-0.0732059
2204,2.204,0.0312993,-0.0732059
2205,2.205,0.0312993,-0.0732059
2206,2.206,0.0312993,-0.0732059
2207,2.207,0.0312993,-0.0732059
2208,2.208,0.0312993,-0.0732059
2209,2.209,0.0312993,-0.0732059
2210,2.21,0.0312993,-0.0732059
2211,2.211,0.0312993,-0.0732059
2212,2.212,0.0312993,-0.0732059
2213,2.213,0.0312993,-0.0732059
2214,2.214,0.0312993,-0.0732059
2215,2.215,0.0312993,-0.0732059
2216,2.216,0.0312993,-0.0732059
2217,2.217,0.0312993,-0.0732059
2218,2.218,0.0312993,-0.0732059
2219,2.219,0.0312993,-0.0732059
2220,2.22,0.0312993,-0.0732059
2221,2.221,0.0312993,-0.0732059
2222,2.222,0.0312993,-0.0732059
2223,2.223,0.0312993,-0.0732059
2224,2.224,0.0312993,-0.0732059
2225,2.225,0.0312993,-0.0732059
2226,2.226,0.0312993,-0.0732059
2227,2.227,0.0312993,-0.0732059
2228,2.228,0.0312993,-0.0732059
2229,2.229,0.0312993,-0.0732059
2230,2.23,0.0312993,-0.0732059
2231,2.231,0.0312993,-0.0732059
2232,2.232,0.0312993,-0.0732059
2233,2.233,0.0312993,-0.0732059
2234,2.234,0.0312993,-0.0732059
2235,2.235,0.0312993,-0.0732059
2236,2.236,0.0312993,-0.0732059
2237,2.237,0.0312993,-0.0732059
2238,2.238,0.0312993,-0.0732059
2239,2.239,0.0312993,-0.0732059
2240,2.24,0.0312993,-0.0732059
2241,2.241,0.0312993,-0.0732059
2242,2.242,0.0312993,-0.0732059
2243,2.243,0.0312993,-0.0732059
2244,2.244,0.0312993,-0.0732059
2245,2.245,0.0312993,-0.0732059
2246,2.246,0.0312993,-0.0732059
2247,2.247,0.0312993,-0.0732059
2248,2.248,0.0312993,-0.0732059
2249,2.249,0.0312993,-0.0732059
2250,2.25,0.0312993,-0.0732059
2251,2.251,0.0312993,-0.0732059
2252,2.252,0.0312993,-0.0732059
2253,2.253,0.0312993,-0.0732059
2254,2.254,0.0312993,-0.0732059
2255,2.255,0.0312993,-0.0732059
2256,2.256,0.0312993,-0.0732059
2257,2.257,0.0312993,-0.0732059
2258,2.258,0.0312993,-0.0732059
2259,2.259,0.0312993,-0.0732059
2260,2.26,0.0312993,-0.0732059
2261,2.261,0.0312993,-0.0732059
2262,2.262,0.0312993,-0.0732059
2263,2.263,0.0312993,-0.0732059
2264,2.264,0.0312993,-0.0732059
2265,2.265,0.0312993,-0.0732059
2266,2.266,0.0312993,-0.0732059
2267,2.267,0.0312993,-0.0732059
2268,2.268,0.0312993,-0.0732059
2269,2.269,0.0312993,-0.0732059
2270,2.27,0.0312993,-0.0732059
2271,2.271,0.0312993,-0.0732059
2272,2.272,0.0312993,-0.0732059
2273,2.273,0.0312993,-0.0732059
2274,2.274,0.0312993,-0.0732059
2275,2.275,0.0312993,-0.0732059
2276,2.276,0.0312993,-0.0732059
2277,2.277,0.0312993,-0.0732059
2278,2.278,0.0312993,-0.0732059
2279,2.279,0.0312993,-0.0732059
2280,2.28,0.0312993,-0.0732059
2281,2.281,0.0312993,-0.0732059
2282,2.282,0.0312993,-0.0732059
2283,2.283,0.0312993,-0.0732059
2284,2.284,0.0312993,-0.0732059
2285,2.285,0.0312993,-0.0732059
2286,2.286,0.0312993,-0.0732059
2287,2.287,0.0312993,-0.0732059
2288,2.288,0.0312993,-0.0732059
2289,2.289,0.0312993,-0.0732059
2290,2.29,0.0312993,-0.0732059
2291,2.291,0.0312993,-0.0732059
2292,2.292,0.0312993,-0.0732059
2293,2.293,0.0312993,-0.0732059
2294,2.294,0.0312993,-0.0732059
2295,2.295,0.0312993,-0.0732059
2296,2.296,0.0312993,-0.0732059
2297,2.297,0.0312993,-0.0732059
2298,2.298,0.0312993,-0.0732059
2299,2.299,0.0312993,-0.0732059
2300,2.3,0.0312993,-0.0732059
2301,2.301,0.0312993,-0.0732059
2302,2.302,0.0312993,-0.0732059
2303,2.303,0.0312993,-0.0732059
2304,2.304,0.0312993,-0.0732059
2305,2.305,0.0312993,-0.0732059
2306,2.306,0.0312993,-0.0732059
2307,2.307,0.0312993,-0.0732059
2308,2.308,0.0312993,-0.0732059
2309,2.309,0.0312993,-0.0732059
2310,2.31,0.0312993,-0.0732059
2311,2.311,0.0312993,-0.0732059
2312,2.312,0.0312993,-0.0732059
2313,2.313,0.0312993,-0.0732059
2314,2.314,0.0312993,-0.0732059
2315,2.315,0.0312993,-0.0732059
2316,2.316,0.0312993,-0.0732059
2317,2.317,0.0312993,-0.0732059
2318,2.318,0.0312993,-0.0732059
2319,2.319,0.0312993,-0.0732059
2320,2.32,0.0312993,-0.0732059
2321,2.321,0.0312993,-0.0732059
2322,2.322,0.0312993,-0.0732059
2323,2.323,0.0312993,-0.0732059
2324,2.324,0.0312993,-0.0732059
2325,2.325,0.0312993,-0.0732059
2326,2.326,0.0312993,-0.0732059
2327,2.327,0.0312993,-0.0732059
2328,2.328,0.0278216,-0.0732059
2329,2.329,0.0295605,-0.0732059
2330,2.33,0.0295605,-0.0732059
2331,2.331,0.0312993,-0.0732059
2332,2.332,0.0312993,-0.0732059
2333,2.333,0.0312993,-0.0732059
2334,2.334,0.0312993,-0.0732059
2335,2.335,0.0312993,-0.0732059
2336,2.336,0.0312993,-0.0732059
2337,2.337,0.0312993,-0.0732059
2338,2.338,0.0312993,-0.0732059
2339,2.339,0.0312993,-0.0732059
2340,2.34,0.0312993,-0.0732059
2341,2.341,0.0312993,-0.0732059
2342,2.342,0.0312993,-0.0732059
2343,2.343,0.0312993,-0.0732059
2344,2.344,0.0312993,-0.0732059
2345,2.345,0.0312993,-0.0732059
2346,2.346,0.0312993,-0.0732059
2347,2.347,0.0312993,-0.0732059
2348,2.348,0.0312993,-0.0732059
2349,2.349,0.0312993,-0.0732059
2350,2.35,0.0312993,-0.0732059
2351,2.351,0.0312993,-0.0732059
2352,2.352,0.0312993,-0.0732059
2353,2.353,0.0312993,-0.0732059
2354,2.354,0.0295605,-0.0732059
2355,2.355,0.0295605,-0.0732059
2356,2.356,0.0312993,-0.0732059
2357,2.357,0.0312993,-0.0732059
2358,2.358,0.0312993,-0.0732059
2359,2.359,0.0312993,-0.0732059
2360,2.36,0.0312993,-0.0732059
2361,2.361,0.0312993,-0.0732059
2362,2.362,0.0312993,-0.0732059
2363,2.363,0.0312993,-0.0732059
2364,2.364,0.0312993,-0.0732059
2365,2.365,0.0312993,-0.0732059
2366,2.366,0.0312993,-0.0732059
2367,2.367,0.0312993,-0.0732059
2368,2.368,0.0312993,-0.0732059
2369,2.369,0.0312993,-0.0732059
2370,2.37,0.0312993,-0.0732059
2371,2.371,0.0312993,-0.0732059
2372,2.372,0.0312993,-0.0732059
2373,2.373,0.0312993,-0.0732059
2374,2.374,0.0312993,-0.0732059
2375,2.375,0.0312993,-0.0732059
2376,2.376,0.0312993,-0.0732059
2377,2.377,0.0312993,-0.0732059
2378,2.378,0.0312993,-0.0732059
2379,2.379,0.0312993,-0.0732059
2380,2.38,0.0312993,-0.0732059
2381,2.381,0.0312993,-0.0732059
2382,2.382,0.0312993,-0.0732059
2383,2.383,0.0312993,-0.0732059
2384,2.384,0.0312993,-0.0732059
2385,2.385,0.0312993,-0.0732059
2386,2.386,0.0312993,-0.0732059
2387,2.387,0.0312993,-0.0732059
2388,2.388,0.0312993,-0.0732059
2389,2.389,0.0312993,-0.0732059
2390,2.39,0.0312993,-0.0732059
2391,2.391,0.0312993,-0.0732059
2392,2.392,0.0312993,-0.0732059
2393,2.393,0.0312993,-0.0732059
2394,2.394,0.0312993,-0.0732059
2395,2.395,0.0312993,-0.0732059
2396,2.396,0.0312993,-0.0732059
2397,2.397,0.0312993,-0.0732059
2398,2.398,0.0312993,-0.0732059
2399,2.399,0.0312993,-0.0732059
2400,2.4,0.0312993,-0.0732059
2401,2.401,0.0312993,-0.0732059
2402,2.402,0.0312993,-0.0732059
2403,2.403,0.0312993,-0.0732059
2404,2.404,0.0312993,-0.0732059
2405,2.405,0.0312993,-0.0732059
2406,2.406,0.0312993,-0.0732059
2407,2.407,0.0312993,-0.0732059
2408,2.408,0.0312993,-0.0732059
2409,2.409,0.0312993,-0.0732059
2410,2.41,0.0312993,-0.0732059
2411,2.411,0.0312993,-0.0732059
2412,2.412,0.0312993,-0.0732059
2413,2.413,0.0312993,-0.0732059
2414,2.414,0.0312993,-0.0732059
2415,2.415,0.0312993,-0.0732059
2416,2.416,0.0312993,-0.0732059
2417,2.417,0.0312993,-0.0732059
2418,2.418,0.0312993,-0.0732059
2419,2.419,0.0312993,-0.0732059
2420,2.42,0.0312993,-0.0732059
2421,2.421,0.0312993,-0.0732059
2422,2.422,0.0312993,-0.0732059
2423,2.423,0.0312993,-0.0732059
2424,2.424,0.0312993,-0.0732059
2425,2.425,0.0312993,-0.0732059
2426,2.426,0.0312993,-0.0732059
2427,2.427,0.0312993,-0.0732059
2428,2.428,0.0312993,-0.0732059
2429,2.429,0.0312993,-0.0732059
2430,2.43,0.0312993,-0.0732059
2431,2.431,0.0312993,-0.0732059
2432,2.432,0.0312993,-0.0732059
2433,2.433,0.0312993,-0.0732059
2434,2.434,0.0312993,-0.0732059
2435,2.435,0.0312993,-0.0732059
2436,2.436,0.0312993,-0.0732059
2437,2.437,0.0312993,-0.0732059
2438,2.438,0.0312993,-0.0732059
2439,2.439,0.0312993,-0.0732059
2440,2.44,0.0312993,-0.0732059
2441,2.441,0.0312993,-0.0732059
2442,2.442,0.0312993,-0.0732059
2443,2.443,0.0312993,-0.0732059
2444,2.444,0.0312993,-0.0732059
2445,2.445,0.0312993,-0.0732059
2446,2.446,0.0312993,-0.0732059
2447,2.447,0.0312993,-0.0732059
2448,2.448,0.0312993,-0.0732059
2449,2.449,0.0312993,-0.0732059
2450,2.45,0.0312993,-0.0732059
2451,2.451,0.0312993,-0.0732059
2452,2.452,0.0312993,-0.0732059
2453,2.453,0.0312993,-0.0732059
2454,2.454,0.0312993,-0.0732059
2455,2.455,0.0312993,-0.0732059
2456,2.456,0.0312993,-0.0732059
2457,2.457,0.0312993,-0.0732059
2458,2.458,0.0312993,-0.0732059
2459,2.459,0.0312993,-0.0732059
2460,2.46,0.0312993,-0.0732059
2461,2.461,0.0312993,-0.0732059
2462,2.462,0.0312993,-0.0732059
2463,2.463,0.0312993,-0.0732059
2464,2.464,0.0312993,-0.0732059
2465,2.465,0.0312993,-0.0732059
2466,2.466,0.0312993,-0.0732059
2467,2.467,0.0312993,-0.0732059
2468,2.468,0.0312993,-0.0732059
2469,2.469,0.0312993,-0.0732059
2470,2.47,0.0312993,-0.0732059
2471,2.471,0.0312993,-0.0732059
2472,2.472,0.0312993,-0.0732059
2473,2.473,0.0312993,-0.0732059
2474,2.474,0.0312993,-0.0732059
2475,2.475,0.0312993,-0.0732059
2476,2.476,0.0312993,-0.0732059
2477,2.477,0.0312993,-0.0732059
2478,2.478,0.0312993,-0.0732059
2479,2.479,0.0312993,-0.0732059
2480,2.48,0.0312993,-0.0732059
2481,2.481,0.0312993,-0.0732059
2482,2.482,0.0312993,-0.0732059
2483,2.483,0.0312993,-0.0732059
2484,2.484,0.0312993,-0.0732059
2485,2.485,0.0312993,-0.0732059
2486,2.486,0.0312993,-0.0732059
2487,2.487,0.0312993,-0.0732059
2488,2.488,0.0312993,-0.0732059
2489,2.489,0.0312993,-0.0732059
2490,2.49,0.0312993,-0.0732059
2491,2.491,0.0312993,-0.0732059
2492,2.492,0.0312993,-0.0732059
2493,2.493,0.0312993,-0.0732059
2494,2.494,0.0312993,-0.0732059
2495,2.495,0.0312993,-0.0732059
2496,2.496,0.0312993,-0.0732059
2497,2.497,0.0312993,-0.0732059
2498,2.498,0.0312993,-0.0732059
2499,2.499,0.0312993,-0.0732059
2500,2.5,0.0312993,-0.0732059
2501,2.501,0.0312993,-0.0732059
2502,2.502,0.0312993,-0.0732059
2503,2.503,0.0312993,-0.0732059
2504,2.504,0.0312993,-0.0732059
2505,2.505,0.0312993,-0.0732059
2506,2.506,0.0312993,-0.0732059
2507,2.507,0.0312993,-0.0732059
2508,2.508,0.0312993,-0.0732059
2509,2.509,0.0312993,-0.0732059
2510,2.51,0.0312993,-0.0732059
2511,2.511,0.0312993,-0.0732059
2512,2.512,0.0312993,-0.0732059
2513,2.513,0.0312993,-0.0732059
2514,2.514,0.0312993,-0.0732059
2515,2.515,0.0312993,-0.0732059
2516,2.516,0.0312993,-0.0732059
2517,2.517,0.0312993,-0.0732059
2518,2.518,0.0312993,-0.0732059
2519,2.519,0.0312993,-0.0732059
2520,2.52,0.0312993,-0.0732059
2521,2.521,0.0312993,-0.0732059
2522,2.522,0.0312993,-0.0732059
2523,2.523,0.0312993,-0.0732059
2524,2.524,0.0312993,-0.0732059
2525,2.525,0.0312993,-0.0732059
2526,2.526,0.0312993,-0.0732059
2527,2.527,0.0312993,-0.0732059
2528,2.528,0.0312993,-0.0732059
2529,2.529,0.0312993,-0.0732059
2530,2.53,0.0312993,-0.0732059
2531,2.531,0.0312993,-0.0732059
2532,2.532,0.0312993,-0.0732059
2533,2.533,0.0312993,-0.0732059
2534,2.534,0.0312993,-0.0732059
2535,2.535,0.0312993,-0.0732059
2536,2.536,0.0312993,-0.0732059
2537,2.537,0.0312993,-0.0732059
2538,2.538,0.0312993,-0.0732059
2539,2.539,0.0312993,-0.0732059
2540,2.54,0.0312993,-0.0732059
2541,2.541,0.0312993,-0.0732059
2542,2.542,0.0312993,-0.0732059
2543,2.543,0.0312993,-0.0732059
2544,2.544,0.0312993,-0.0732059
2545,2.545,0.0312993,-0.0732059
2546,2.546,0.0312993,-0.0732059
2547,2.547,0.0312993,-0.0732059
2548,2.548,0.0312993,-0.0732059
2549,2.549,0.0312993,-0.0732059
2550,2.55,0.0312993,-0.0732059
2551,2.551,0.0312993,-0.0732059
2552,2.552,0.0312993,-0.0732059
2553,2.553,0.0312993,-0.0732059
2554,2.554,0.0312993,-0.0732059
2555,2.555,0.0312993,-0.0732059
2556,2.556,0.0312993,-0.0732059
2557,2.557,0.0312993,-0.0732059
2558,2.558,0.0312993,-0.0732059
2559,2.559,0.0312993,-0.0732059
2560,2.56,0.0312993,-0.0732059
2561,2.561,0.0312993,-0.0732059
2562,2.562,0.0312993,-0.0732059
2563,2.563,0.0312993,-0.0732059
2564,2.564,0.0312993,-0.0732059
2565,2.565,0.0312993,-0.0732059
2566,2.566,0.0312993,-0.0732059
2567,2.567,0.0312993,-0.0732059
2568,2.568,0.0312993,-0.0732059
2569,2.569,0.0312993,-0.0732059
2570,2.57,0.0312993,-0.0732059
2571,2.571,0.0312993,-0.0732059
2572,2.572,0.0312993,-0.0732059
2573,2.573,0.0312993,-0.0732059
2574,2.574,0.0312993,-0.0732059
2575,2.575,0.0312993,-0.0732059
2576,2.576,0.0312993,-0.0732059
2577,2.577,0.0312993,-0.0732059
2578,2.578,0.0312993,-0.0732059
2579,2.579,0.0312993,-0.0732059
2580,2.58,0.0312993,-0.0732059
2581,2.581,0.0312993,-0.0732059
2582,2.582,0.0312993,-0.0732059
2583,2.583,0.0312993,-0.0732059
2584,2.584,0.0312993,-0.0732059
2585,2.585,0.0312993,-0.0732059
2586,2.586,0.0312993,-0.0732059
2587,2.587,0.0312993,-0.0732059
2588,2.588,0.0312993,-0.0732059
2589,2.589,0.0312993,-0.0732059
2590,2.59,0.0312993,-0.0732059
2591,2.591,0.0312993,-0.0732059
2592,2.592,0.0312993,-0.0732059
2593,2.593,0.0312993,-0.0732059
2594,2.594,0.0312993,-0.0732059
2595,2.595,0.0312993,-0.0732059
2596,2.596,0.0312993,-0.0732059
2597,2.597,0.0312993,-0.0732059
2598,2.598,0.0312993,-0.0732059
2599,2.599,0.0312993,-0.0732059
2600,2.6,0.0312993,-0.0732059
2601,2.601,0.0312993,-0.0732059
2602,2.602,0.0312993,-0.0732059
2603,2.603,0.0312993,-0.0732059
2604,2.604,0.0312993,-0.0732059
2605,2.605,0.0312993,-0.0732059
2606,2.606,0.0312993,-0.0732059
2607,2.607,0.0312993,-0.0732059
2608,2.608,0.0312993,-0.0732059
2609,2.609,0.0312993,-0.0732059
2610,2.61,0.0312993,-0.0732059
2611,2.611,0.0312993,-0.0732059
2612,2.612,0.0312993,-0.0732059
2613,2.613,0.0312993,-0.0732059
2614,2.614,0.0312993,-0.0732059
2615,2.615,0.0312993,-0.0732059
2616,2.616,0.0312993,-0.0732059
2617,2.617,0.0312993,-0.0732059
2618,2.618,0.0312993,-0.0732059
2619,2.619,0.0312993,-0.0732059
2620,2.62,0.0312993,-0.0732059
2621,2.621,0.0312993,-0.0732059
2622,2.622,0.0312993,-0.0732059
2623,2.623,0.0312993,-0.0732059
2624,2.624,0.0312993,-0.0732059
2625,2.625,0.0312993,-0.0732059
2626,2.626,0.0312993,-0.0732059
2627,2.627,0.0312993,-0.0732059
2628,2.628,0.0312993,-0.0732059
2629,2.629,0.0312993,-0.0732059
2630,2.63,0.0312993,-0.0732059
2631,2.631,0.0312993,-0.0732059
2632,2.632,0.0312993,-0.0732059
2633,2.633,0.0312993,-0.0732059
2634,2.634,0.0312993,-0.0732059
2635,2.635,0.0312993,-0.0732059
2636,2.636,0.0312993,-0.0732059
2637,2.637,0.0312993,-0.0732059
2638,2.638,0.0312993,-0.0732059
2639,2.639,0.0312993,-0.0732059
2640,2.64,0.0312993,-0.0732059
2641,2.641,0.0312993,-0.0732059
2642,2.642,0.0312993,-0.0732059
2643,2.643,0.0312993,-0.0732059
2644,2.644,0.0312993,-0.0732059
2645,2.645,0.0312993,-0.0732059
2646,2.646,0.0312993,-0.0732059
2647,2.647,0.0312993,-0.0732059
2648,2.648,0.0312993,-0.0732059
2649,2.649,0.0312993,-0.0732059
2650,2.65,0.0312993,-0.0732059
2651,2.651,0.0312993,-0.0732059
2652,2.652,0.0312993,-0.0732059
2653,2.653,0.0312993,-0.0732059
2654,2.654,0.0312993,-0.0732059
2655,2.655,0.0312993,-0.0732059
2656,2.656,0.0312993,-0.0732059
2657,2.657,0.0312993,-0.0732059
2658,2.658,0.0312993,-0.0732059
2659,2.659,0.0312993,-0.0732059
2660,2.66,0.0312993,-0.0732059
2661,2.661,0.0312993,-0.0732059
2662,2.662,0.0312993,-0.0732059
2663,2.663,0.0312993,-0.0732059
2664,2.664,0.0312993,-0.0732059
2665,2.665,0.0312993,-0.0732059
2666,2.666,0.0312993,-0.0732059
2667,2.667,0.0312993,-0.0732059
2668,2.668,0.0312993,-0.0732059
2669,2.669,0.0312993,-0.0732059
2670,2.67,0.0312993,-0.0732059
2671,2.671,0.0312993,-0.0732059
2672,2.672,0.0312993,-0.0732059
2673,2.673,0.0312993,-0.0732059
2674,2.674,0.0312993,-0.0732059
2675,2.675,0.0312993,-0.0732059
2676,2.676,0.0312993,-0.0732059
2677,2.677,0.0312993,-0.0732059
2678,2.678,0.0312993,-0.0732059
2679,2.679,0.0312993,-0.0732059
2680,2.68,0.0312993,-0.0732059
2681,2.681,0.0312993,-0.0732059
2682,2.682,0.0312993,-0.0732059
2683,2.683,0.0312993,-0.0732059
2684,2.684,0.0312993,-0.0732059
2685,2.685,0.0312993,-0.0732059
2686,2.686,0.0312993,-0.0732059
2687,2.687,0.0312993,-0.0732059
2688,2.688,0.0312993,-0.0732059
2689,2.689,0.0312993,-0.0732059
2690,2.69,0.0312993,-0.0732059
2691,2.691,0.0312993,-0.0732059
2692,2.692,0.0312993,-0.0732059
2693,2.693,0.0312993,-0.0732059
2694,2.694,0.0312993,-0.0732059
2695,2.695,0.0312993,-0.0732059
2696,2.696,0.0312993,-0.0732059
2697,2.697,0.0312993,-0.0732059
2698,2.698,0.0312993,-0.0732059
2699,2.699,0.0312993,-0.0732059
2700,2.7,0.0312993,-0.0732059
2701,2.701,0.0312993,-0.0732059
2702,2.702,0.0312993,-0.0732059
2703,2.703,0.0312993,-0.0732059
2704,2.704,0.0312993,-0.0732059
2705,2.705,0.0312993,-0.0732059
2706,2.706,0.0312993,-0.0732059
2707,2.707,0.0312993,-0.0732059
2708,2.708,0.0312993,-0.0732059
2709,2.709,0.0312993,-0.0732059
2710,2.71,0.0312993,-0.0732059
2711,2.711,0.0312993,-0.0732059
2712,2.712,0.0312993,-0.0732059
2713,2.713,0.0312993,-0.0732059
2714,2.714,0.0312993,-0.0732059
2715,2.715,0.0312993,-0.0732059
2716,2.716,0.0312993,-0.0732059
2717,2.717,0.0312993,-0.0732059
2718,2.718,0.0312993,-0.0732059
2719,2.719,0.0312993,-0.0732059
2720,2.72,0.0312993,-0.0732059
2721,2.721,0.0312993,-0.0732059
2722,2.722,0.0312993,-0.0732059
2723,2.723,0.0312993,-0.0732059
2724,2.724,0.0312993,-0.0732059
2725,2.725,0.0312993,-0.0732059
2726,2.726,0.0312993,-0.0732059
2727,2.727,0.0312993,-0.0732059
2728,2.728,0.0312993,-0.0732059
2729,2.729,0.0312993,-0.0732059
2730,2.73,0.0312993,-0.0732059
2731,2.731,0.0312993,-0.0732059
2732,2.732,0.0312993,-0.0732059
2733,2.733,0.0312993,-0.0732059
2734,2.734,0.0312993,-0.0732059
2735,2.735,0.0312993,-0.0732059
2736,2.736,0.0312993,-0.0732059
2737,2.737,0.0312993,-0.0732059
2738,2.738,0.0312993,-0.0732059
2739,2.739,0.0312993,-0.0732059
2740,2.74,0.0312993,-0.0732059
2741,2.741,0.0312993,-0.0732059
2742,2.742,0.0312993,-0.0732059
2743,2.743,0.0312993,-0.0732059
2744,2.744,0.0312993,-0.0732059
2745,2.745,0.0312993,-0.0732059
2746,2.746,0.0312993,-0.0732059
2747,2.747,0.0312993,-0.0732059
2748,2.748,0.0312993,-0.0732059
2749,2.749,0.0312993,-0.0732059
2750,2.75,0.0312993,-0.0732059
2751,2.751,0.0312993,-0.0732059
2752,2.752,0.0312993,-0.0732059
2753,2.753,0.0312993,-0.0732059
2754,2.754,0.0312993,-0.0732059
2755,2.755,0.0312993,-0.0732059
2756,2.756,0.0312993,-0.0732059
2757,2.757,0.0312993,-0.0732059
2758,2.758,0.0312993,-0.0732059
2759,2.759,0.0312993,-0.0732059
2760,2.76,0.0312993,-0.0732059
2761,2.761,0.0312993,-0.0732059
2762,2.762,0.0312993,-0.0732059
2763,2.763,0.0312993,-0.0732059
2764,2.764,0.0312993,-0.0732059
2765,2.765,0.0312993,-0.0732059
2766,2.766,0.0312993,-0.0732059
2767,2.767,0.0312993,-0.0732059
2768,2.768,0.0312993,-0.0732059
2769,2.769,0.0312993,-0.0732059
2770,2.77,0.0312993,-0.0732059
2771,2.771,0.0312993,-0.0732059
2772,2.772,0.0312993,-0.0732059
2773,2.773,0.0312993,-0.0732059
2774,2.774,0.0312993,-0.0732059
2775,2.775,0.0312993,-0.0732059
2776,2.776,0.0312993,-0.0732059
2777,2.777,0.0312993,-0.0732059
2778,2.778,0.0312993,-0.0732059
2779,2.779,0.0312993,-0.0732059
2780,2.78,0.0312993,-0.0732059
2781,2.781,0.0312993,-0.0732059
2782,2.782,0.0312993,-0.0732059
2783,2.783,0.0312993,-0.0732059
2784,2.784,0.0312993,-0.0732059
2785,2.785,0.0312993,-0.0732059
2786,2.786,0.0312993,-0.0732059
2787,2.787,0.0312993,-0.0732059
2788,2.788,0.0312993,-0.0732059
2789,2.789,0.0312993,-0.0732059
2790,2.79,0.0312993,-0.0732059
2791,2.791,0.0312993,-0.0732059
