;Scopy version,f4beeb1
;Exported on,mardi octobre 08/10/2024
;Device,M2K
;Nr of samples,16000
;Sample rate,1000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
2664,1.829,0.0173885
2665,1.83,0.0173885
2666,1.831,0.0173885
2667,1.832,0.0173885
2668,1.833,0.0173885
2669,1.834,0.0173885
2670,1.835,0.0173885
2671,1.836,0.0173885
2672,1.837,0.0173885
2673,1.838,0.0173885
2674,1.839,0.0173885
2675,1.84,0.0173885
2676,1.841,0.0173885
2677,1.842,0.0173885
2678,1.843,0.0173885
2679,1.844,0.0173885
2680,1.845,0.0173885
2681,1.846,0.0173885
2682,1.847,0.0173885
2683,1.848,0.0173885
2684,1.849,0.0173885
2685,1.85,0.0173885
2686,1.851,0.0173885
2687,1.852,0.0173885
2688,1.853,0.0173885
2689,1.854,0.0173885
2690,1.855,0.0173885
2691,1.856,0.0173885
2692,1.857,0.0173885
2693,1.858,0.0173885
2694,1.859,0.0173885
2695,1.86,0.0173885
2696,1.861,0.0173885
2697,1.862,0.0173885
2698,1.863,0.0173885
2699,1.864,0.0173885
2700,1.865,0.0173885
2701,1.866,0.0173885
2702,1.867,0.0173885
2703,1.868,0.0173885
2704,1.869,0.0173885
2705,1.87,0.0173885
2706,1.871,0.0173885
2707,1.872,0.0173885
2708,1.873,0.0173885
2709,1.874,0.0173885
2710,1.875,0.0173885
2711,1.876,0.0173885
2712,1.877,0.0173885
2713,1.878,0.0173885
2714,1.879,0.0173885
2715,1.88,0.0173885
2716,1.881,0.0173885
2717,1.882,0.0173885
2718,1.883,0.0173885
2719,1.884,0.0173885
2720,1.885,0.0173885
2721,1.886,0.0173885
2722,1.887,0.0173885
2723,1.888,0.0173885
2724,1.889,0.0173885
2725,1.89,0.0173885
2726,1.891,0.0173885
2727,1.892,0.0173885
2728,1.893,0.0173885
2729,1.894,0.0173885
2730,1.895,0.0173885
2731,1.896,0.0173885
2732,1.897,0.0173885
2733,1.898,0.0173885
2734,1.899,0.0173885
2735,1.9,0.0173885
2736,1.901,0.0173885
2737,1.902,0.0173885
2738,1.903,0.0173885
2739,1.904,0.0173885
2740,1.905,0.0173885
2741,1.906,0.0173885
2742,1.907,0.0173885
2743,1.908,0.0173885
2744,1.909,0.0173885
2745,1.91,0.0173885
2746,1.911,0.0173885
2747,1.912,0.0173885
2748,1.913,0.0173885
2749,1.914,0.0173885
2750,1.915,0.0173885
2751,1.916,0.0173885
2752,1.917,0.0173885
2753,1.918,0.0173885
2754,1.919,0.0173885
2755,1.92,0.0173885
2756,1.921,0.0173885
2757,1.922,0.0173885
2758,1.923,0.0173885
2759,1.924,0.0173885
2760,1.925,0.0173885
2761,1.926,0.0173885
2762,1.927,0.0173885
2763,1.928,0.0173885
2764,1.929,0.0173885
2765,1.93,0.0173885
2766,1.931,0.0173885
2767,1.932,0.0173885
2768,1.933,0.0173885
2769,1.934,0.0173885
2770,1.935,0.0173885
2771,1.936,0.0173885
2772,1.937,0.0173885
2773,1.938,0.0173885
2774,1.939,0.0173885
2775,1.94,0.0173885
2776,1.941,0.0173885
2777,1.942,0.0173885
2778,1.943,0.0173885
2779,1.944,0.0173885
2780,1.945,0.0173885
2781,1.946,0.0173885
2782,1.947,0.0173885
2783,1.948,0.0173885
2784,1.949,0.0173885
2785,1.95,0.0173885
2786,1.951,0.0173885
2787,1.952,0.0173885
2788,1.953,0.0173885
2789,1.954,0.0173885
2790,1.955,0.0173885
2791,1.956,0.0173885
2792,1.957,0.0173885
2793,1.958,0.0173885
2794,1.959,0.0173885
2795,1.96,0.0173885
2796,1.961,0.0173885
2797,1.962,0.0173885
2798,1.963,0.0173885
2799,1.964,0.0173885
2800,1.965,0.0173885
2801,1.966,0.0173885
2802,1.967,0.0173885
2803,1.968,0.0173885
2804,1.969,0.0173885
2805,1.97,0.0173885
2806,1.971,0.0173885
2807,1.972,0.0173885
2808,1.973,0.0173885
2809,1.974,0.0173885
2810,1.975,0.0173885
2811,1.976,0.0173885
2812,1.977,0.0173885
2813,1.978,0.0173885
2814,1.979,0.0173885
2815,1.98,0.0173885
2816,1.981,0.0173885
2817,1.982,0.0173885
2818,1.983,0.0173885
2819,1.984,0.0173885
2820,1.985,0.0173885
2821,1.986,0.0173885
2822,1.987,0.0173885
2823,1.988,0.0173885
2824,1.989,0.0173885
2825,1.99,0.0173885
2826,1.991,0.0173885
2827,1.992,0.0173885
2828,1.993,0.0173885
2829,1.994,0.0173885
2830,1.995,0.0173885
2831,1.996,0.0173885
2832,1.997,0.0173885
2833,1.998,0.0173885
2834,1.999,0.0173885
2835,2,0.0173885
2836,2.001,0.0173885
2837,2.002,0.0173885
2838,2.003,0.0173885
2839,2.004,0.0173885
2840,2.005,0.0173885
2841,2.006,0.0173885
2842,2.007,0.0173885
2843,2.008,0.0173885
2844,2.009,0.0173885
2845,2.01,0.0173885
2846,2.011,0.0173885
2847,2.012,0.0173885
2848,2.013,0.0173885
2849,2.014,0.0173885
2850,2.015,0.0173885
2851,2.016,0.0173885
2852,2.017,0.0173885
2853,2.018,0.0173885
2854,2.019,0.0173885
2855,2.02,0.0173885
2856,2.021,0.0173885
2857,2.022,0.0173885
2858,2.023,0.0173885
2859,2.024,0.0173885
2860,2.025,0.0173885
2861,2.026,0.0173885
2862,2.027,0.0173885
2863,2.028,0.0173885
2864,2.029,0.0173885
2865,2.03,0.0173885
2866,2.031,0.0173885
2867,2.032,0.0173885
2868,2.033,0.0173885
2869,2.034,0.0173885
2870,2.035,0.0173885
2871,2.036,0.0173885
2872,2.037,0.0173885
2873,2.038,0.0173885
2874,2.039,0.0173885
2875,2.04,0.0173885
2876,2.041,0.0173885
2877,2.042,0.0173885
2878,2.043,0.0173885
2879,2.044,0.0173885
2880,2.045,0.0173885
2881,2.046,0.0173885
2882,2.047,0.0173885
2883,2.048,0.0173885
2884,2.049,0.0173885
2885,2.05,0.0173885
2886,2.051,0.0173885
2887,2.052,0.0173885
2888,2.053,0.0173885
2889,2.054,0.0173885
2890,2.055,0.0173885
2891,2.056,0.0173885
2892,2.057,0.0173885
2893,2.058,0.0173885
2894,2.059,0.0173885
2895,2.06,0.0173885
2896,2.061,0.0173885
2897,2.062,0.0173885
2898,2.063,0.0173885
2899,2.064,0.0173885
2900,2.065,0.0173885
2901,2.066,0.0173885
2902,2.067,0.0173885
2903,2.068,0.0173885
2904,2.069,0.0173885
2905,2.07,0.0173885
2906,2.071,0.0173885
2907,2.072,0.0173885
2908,2.073,0.0173885
2909,2.074,0.0173885
2910,2.075,0.0173885
2911,2.076,0.0173885
2912,2.077,0.0173885
2913,2.078,0.0173885
2914,2.079,0.0173885
2915,2.08,0.0173885
2916,2.081,0.0173885
2917,2.082,0.0173885
2918,2.083,0.0173885
2919,2.084,0.0173885
2920,2.085,0.0173885
2921,2.086,0.0173885
2922,2.087,0.0173885
2923,2.088,0.0173885
2924,2.089,0.0173885
2925,2.09,0.0173885
2926,2.091,0.0173885
2927,2.092,0.0173885
2928,2.093,0.0173885
2929,2.094,0.0173885
2930,2.095,0.0173885
2931,2.096,0.0173885
2932,2.097,0.0173885
2933,2.098,0.0173885
2934,2.099,0.0173885
2935,2.1,0.0173885
2936,2.101,0.0173885
2937,2.102,0.0173885
2938,2.103,0.0173885
2939,2.104,0.0173885
2940,2.105,0.0173885
2941,2.106,0.0173885
2942,2.107,0.0173885
2943,2.108,0.0173885
2944,2.109,0.0173885
2945,2.11,0.0173885
2946,2.111,0.0173885
2947,2.112,0.0173885
2948,2.113,0.0173885
2949,2.114,0.0173885
2950,2.115,0.0173885
2951,2.116,0.0173885
2952,2.117,0.0173885
2953,2.118,0.0173885
2954,2.119,0.0173885
2955,2.12,0.0173885
2956,2.121,0.0173885
2957,2.122,0.0173885
2958,2.123,0.0173885
2959,2.124,0.0173885
2960,2.125,0.0173885
2961,2.126,0.0173885
2962,2.127,0.0173885
2963,2.128,0.0173885
2964,2.129,0.0173885
2965,2.13,0.0173885
2966,2.131,0.0173885
2967,2.132,0.0173885
2968,2.133,0.0173885
2969,2.134,0.0173885
2970,2.135,0.0173885
2971,2.136,0.0173885
2972,2.137,0.0173885
2973,2.138,0.0173885
2974,2.139,0.0173885
2975,2.14,0.0173885
2976,2.141,0.0173885
2977,2.142,0.0173885
2978,2.143,0.0173885
2979,2.144,0.0173885
2980,2.145,0.0173885
2981,2.146,0.0173885
2982,2.147,0.0173885
2983,2.148,0.0173885
2984,2.149,0.0173885
2985,2.15,0.0173885
2986,2.151,0.0173885
2987,2.152,0.0173885
2988,2.153,0.0173885
2989,2.154,0.0173885
2990,2.155,0.0173885
2991,2.156,0.0173885
2992,2.157,0.0173885
2993,2.158,0.0173885
2994,2.159,0.0173885
2995,2.16,0.0173885
2996,2.161,0.0173885
2997,2.162,0.0173885
2998,2.163,0.0173885
2999,2.164,0.0173885
3000,2.165,0.0173885
3001,2.166,0.0173885
3002,2.167,0.0173885
3003,2.168,0.0173885
3004,2.169,0.0173885
3005,2.17,0.0173885
3006,2.171,0.0173885
3007,2.172,0.0173885
3008,2.173,0.0173885
3009,2.174,0.0173885
3010,2.175,0.0173885
3011,2.176,0.0173885
3012,2.177,0.0173885
3013,2.178,0.0173885
3014,2.179,0.0173885
3015,2.18,0.0173885
3016,2.181,0.0173885
3017,2.182,0.0173885
3018,2.183,0.0173885
3019,2.184,0.0173885
3020,2.185,0.0173885
3021,2.186,0.0173885
3022,2.187,0.0173885
3023,2.188,0.0173885
3024,2.189,0.0173885
3025,2.19,0.0173885
3026,2.191,0.0173885
3027,2.192,0.0173885
3028,2.193,0.0173885
3029,2.194,0.0173885
3030,2.195,0.0173885
3031,2.196,0.0173885
3032,2.197,0.0173885
3033,2.198,0.0173885
3034,2.199,0.0173885
3035,2.2,0.0173885
3036,2.201,0.0173885
3037,2.202,0.0173885
3038,2.203,0.0173885
3039,2.204,0.0173885
3040,2.205,0.0173885
3041,2.206,0.0173885
3042,2.207,0.0173885
3043,2.208,0.0173885
3044,2.209,0.0173885
3045,2.21,0.0173885
3046,2.211,0.0173885
3047,2.212,0.0173885
3048,2.213,0.0173885
3049,2.214,0.0173885
3050,2.215,0.0173885
3051,2.216,0.0173885
3052,2.217,0.0173885
3053,2.218,0.0173885
3054,2.219,0.0173885
3055,2.22,0.0173885
3056,2.221,0.0173885
3057,2.222,0.0173885
3058,2.223,0.0173885
3059,2.224,0.0173885
3060,2.225,0.0173885
3061,2.226,0.0173885
3062,2.227,0.0173885
3063,2.228,0.0173885
3064,2.229,0.0173885
3065,2.23,0.0173885
3066,2.231,0.0173885
3067,2.232,0.0173885
3068,2.233,0.0173885
3069,2.234,0.0173885
3070,2.235,0.0173885
3071,2.236,0.0173885
3072,2.237,0.0173885
3073,2.238,0.0173885
3074,2.239,0.0173885
3075,2.24,0.0173885
3076,2.241,0.0173885
3077,2.242,0.0173885
3078,2.243,0.0173885
3079,2.244,0.0173885
3080,2.245,0.0173885
3081,2.246,0.0173885
3082,2.247,0.0173885
3083,2.248,0.0173885
3084,2.249,0.0173885
3085,2.25,0.0173885
3086,2.251,0.0173885
3087,2.252,0.0173885
3088,2.253,0.0173885
3089,2.254,0.0173885
3090,2.255,0.0173885
3091,2.256,0.0173885
3092,2.257,0.0173885
3093,2.258,0.0173885
3094,2.259,0.0173885
3095,2.26,0.0173885
3096,2.261,0.0173885
3097,2.262,0.0173885
3098,2.263,0.0173885
3099,2.264,0.0173885
3100,2.265,0.0173885
3101,2.266,0.0173885
3102,2.267,0.0173885
3103,2.268,0.0173885
3104,2.269,0.0173885
3105,2.27,0.0173885
3106,2.271,0.0173885
3107,2.272,0.0173885
3108,2.273,0.0173885
3109,2.274,0.0173885
3110,2.275,0.0173885
3111,2.276,0.0173885
3112,2.277,0.0173885
3113,2.278,0.0173885
3114,2.279,0.0173885
3115,2.28,0.0173885
3116,2.281,0.0173885
3117,2.282,0.0173885
3118,2.283,0.0173885
3119,2.284,0.0173885
3120,2.285,0.0173885
3121,2.286,0.0173885
3122,2.287,0.0173885
3123,2.288,0.0173885
3124,2.289,0.0173885
3125,2.29,0.0173885
3126,2.291,0.0173885
3127,2.292,0.0173885
3128,2.293,0.0173885
3129,2.294,0.0173885
3130,2.295,0.0173885
3131,2.296,0.0173885
3132,2.297,0.0173885
3133,2.298,0.0173885
3134,2.299,0.0173885
3135,2.3,0.0173885
3136,2.301,0.0173885
3137,2.302,0.0173885
3138,2.303,0.0173885
3139,2.304,0.0173885
3140,2.305,0.0173885
3141,2.306,0.0173885
3142,2.307,0.0173885
3143,2.308,0.0173885
3144,2.309,0.0173885
3145,2.31,0.0173885
3146,2.311,0.0173885
3147,2.312,0.0173885
3148,2.313,0.0173885
3149,2.314,0.0173885
3150,2.315,0.0173885
3151,2.316,0.0173885
3152,2.317,0.0173885
3153,2.318,0.0173885
3154,2.319,0.0173885
3155,2.32,0.0173885
3156,2.321,0.0173885
3157,2.322,0.0173885
3158,2.323,0.0173885
3159,2.324,0.0173885
3160,2.325,0.0173885
3161,2.326,0.0173885
3162,2.327,0.0173885
3163,2.328,0.0173885
3164,2.329,0.0173885
3165,2.33,0.0173885
3166,2.331,0.0173885
3167,2.332,0.0173885
3168,2.333,0.0173885
3169,2.334,0.0173885
3170,2.335,0.0173885
3171,2.336,0.0173885
3172,2.337,0.0173885
3173,2.338,0.0173885
3174,2.339,0.0173885
3175,2.34,0.0173885
3176,2.341,0.0173885
3177,2.342,0.0173885
3178,2.343,0.0173885
3179,2.344,0.0173885
3180,2.345,0.0173885
3181,2.346,0.0173885
3182,2.347,0.0173885
3183,2.348,0.0173885
3184,2.349,0.0173885
3185,2.35,0.0173885
3186,2.351,0.0173885
3187,2.352,0.0173885
3188,2.353,0.0173885
3189,2.354,0.0173885
3190,2.355,0.0173885
3191,2.356,0.0173885
3192,2.357,0.0173885
3193,2.358,0.0173885
3194,2.359,0.0173885
3195,2.36,0.0173885
3196,2.361,0.0173885
3197,2.362,0.0173885
3198,2.363,0.0173885
3199,2.364,0.0173885
3200,2.365,0.0173885
3201,2.366,0.0173885
3202,2.367,0.0173885
3203,2.368,0.0173885
3204,2.369,0.0173885
3205,2.37,0.0173885
3206,2.371,0.0173885
3207,2.372,0.0173885
3208,2.373,0.0173885
3209,2.374,0.0173885
3210,2.375,0.0173885
3211,2.376,0.0173885
3212,2.377,0.0173885
3213,2.378,0.0173885
3214,2.379,0.0173885
3215,2.38,0.0173885
3216,2.381,0.0173885
3217,2.382,0.0173885
3218,2.383,0.0173885
3219,2.384,0.0173885
3220,2.385,0.0173885
3221,2.386,0.0173885
3222,2.387,0.0173885
3223,2.388,0.0173885
3224,2.389,0.0173885
3225,2.39,0.0173885
3226,2.391,0.0173885
3227,2.392,0.0173885
3228,2.393,0.0173885
3229,2.394,0.0173885
3230,2.395,0.0173885
3231,2.396,0.0173885
3232,2.397,0.0173885
3233,2.398,0.0173885
3234,2.399,0.0173885
3235,2.4,0.0173885
3236,2.401,0.0173885
3237,2.402,0.0173885
3238,2.403,0.0173885
3239,2.404,0.0173885
3240,2.405,0.0173885
3241,2.406,0.0173885
3242,2.407,0.0173885
3243,2.408,0.0173885
3244,2.409,0.0173885
3245,2.41,0.0173885
3246,2.411,0.0173885
3247,2.412,0.0173885
3248,2.413,0.0173885
3249,2.414,0.0173885
3250,2.415,0.0173885
3251,2.416,0.0173885
3252,2.417,0.0173885
3253,2.418,0.0173885
3254,2.419,0.0173885
3255,2.42,0.0173885
3256,2.421,0.0173885
3257,2.422,0.0173885
3258,2.423,0.0173885
3259,2.424,0.0173885
3260,2.425,0.0173885
3261,2.426,0.0173885
3262,2.427,0.0173885
3263,2.428,0.0173885
3264,2.429,0.0173885
3265,2.43,0.0173885
3266,2.431,0.0173885
3267,2.432,0.0173885
3268,2.433,0.0173885
3269,2.434,0.0173885
3270,2.435,0.0173885
3271,2.436,0.0173885
3272,2.437,0.0173885
3273,2.438,0.0173885
3274,2.439,0.0173885
3275,2.44,0.0173885
3276,2.441,0.0173885
3277,2.442,0.0173885
3278,2.443,0.0173885
3279,2.444,0.0173885
3280,2.445,0.0173885
3281,2.446,0.0173885
3282,2.447,0.0173885
3283,2.448,0.0173885
3284,2.449,0.0173885
3285,2.45,0.0173885
3286,2.451,0.0173885
3287,2.452,0.0173885
3288,2.453,0.0173885
3289,2.454,0.0173885
3290,2.455,0.0173885
3291,2.456,0.0173885
3292,2.457,0.0173885
3293,2.458,0.0173885
3294,2.459,0.0173885
3295,2.46,0.0173885
3296,2.461,0.0173885
3297,2.462,0.0173885
3298,2.463,0.0173885
3299,2.464,0.0173885
3300,2.465,0.0173885
3301,2.466,0.0173885
3302,2.467,0.0173885
3303,2.468,0.0173885
3304,2.469,0.0173885
3305,2.47,0.0173885
3306,2.471,0.0173885
3307,2.472,0.0173885
3308,2.473,0.0173885
3309,2.474,0.0173885
3310,2.475,0.0173885
3311,2.476,0.0173885
3312,2.477,0.0173885
3313,2.478,0.0173885
3314,2.479,0.0173885
3315,2.48,0.0173885
3316,2.481,0.0173885
3317,2.482,0.0173885
3318,2.483,0.0173885
3319,2.484,0.0173885
3320,2.485,0.0173885
3321,2.486,0.0173885
3322,2.487,0.0173885
3323,2.488,0.0173885
3324,2.489,0.0173885
3325,2.49,0.0173885
3326,2.491,0.0173885
3327,2.492,0.0173885
3328,2.493,0.0173885
3329,2.494,0.0173885
3330,2.495,0.0173885
3331,2.496,0.0173885
3332,2.497,0.0173885
3333,2.498,0.0173885
3334,2.499,0.0173885
3335,2.5,0.0173885
3336,2.501,0.0173885
3337,2.502,0.0173885
3338,2.503,0.0173885
3339,2.504,0.0173885
3340,2.505,0.0173885
3341,2.506,0.0173885
3342,2.507,0.0173885
3343,2.508,0.0173885
3344,2.509,0.0173885
3345,2.51,0.0173885
3346,2.511,0.0173885
3347,2.512,0.0173885
3348,2.513,0.0173885
3349,2.514,0.0173885
3350,2.515,0.0173885
3351,2.516,0.0173885
3352,2.517,0.0173885
3353,2.518,0.0173885
3354,2.519,0.0173885
3355,2.52,0.0173885
3356,2.521,0.0173885
3357,2.522,0.0173885
3358,2.523,0.0173885
3359,2.524,0.0173885
3360,2.525,0.0173885
3361,2.526,0.0173885
3362,2.527,0.0173885
3363,2.528,0.0173885
3364,2.529,0.0173885
3365,2.53,0.0173885
3366,2.531,0.0173885
3367,2.532,0.0173885
3368,2.533,0.0173885
3369,2.534,0.0173885
3370,2.535,0.0173885
3371,2.536,0.0173885
3372,2.537,0.0173885
3373,2.538,0.0173885
3374,2.539,0.0173885
3375,2.54,0.0173885
3376,2.541,0.0173885
3377,2.542,0.0173885
3378,2.543,0.0173885
3379,2.544,0.0173885
3380,2.545,0.0173885
3381,2.546,0.0173885
3382,2.547,0.0173885
3383,2.548,0.0173885
3384,2.549,0.0173885
3385,2.55,0.0173885
3386,2.551,0.0173885
3387,2.552,0.0173885
3388,2.553,0.0173885
3389,2.554,0.0173885
3390,2.555,0.0173885
3391,2.556,0.0173885
3392,2.557,0.0173885
3393,2.558,0.0173885
3394,2.559,0.0173885
3395,2.56,0.0173885
3396,2.561,0.0173885
3397,2.562,0.0173885
3398,2.563,0.0173885
3399,2.564,0.0173885
3400,2.565,0.0173885
3401,2.566,0.0173885
3402,2.567,0.0173885
3403,2.568,0.0173885
3404,2.569,0.0173885
3405,2.57,0.0173885
3406,2.571,0.0173885
3407,2.572,0.0173885
3408,2.573,0.0173885
3409,2.574,0.0173885
3410,2.575,0.0173885
3411,2.576,0.0173885
3412,2.577,0.0173885
3413,2.578,0.0173885
3414,2.579,0.0173885
3415,2.58,0.0173885
3416,2.581,0.0173885
3417,2.582,0.0173885
3418,2.583,0.0173885
3419,2.584,0.0173885
3420,2.585,0.0173885
3421,2.586,0.0173885
3422,2.587,0.0173885
3423,2.588,0.0173885
3424,2.589,0.0173885
3425,2.59,0.0173885
3426,2.591,0.0173885
3427,2.592,0.0173885
3428,2.593,0.0173885
3429,2.594,0.0173885
3430,2.595,0.0173885
3431,2.596,0.0173885
3432,2.597,0.0173885
3433,2.598,0.0173885
3434,2.599,0.0173885
3435,2.6,0.0173885
3436,2.601,0.0173885
3437,2.602,0.0173885
3438,2.603,0.0173885
3439,2.604,0.0173885
3440,2.605,0.0173885
3441,2.606,0.0173885
3442,2.607,0.0173885
3443,2.608,0.0173885
3444,2.609,0.0173885
3445,2.61,0.0173885
3446,2.611,0.0173885
3447,2.612,0.0173885
3448,2.613,0.0173885
3449,2.614,0.0173885
3450,2.615,0.0173885
3451,2.616,0.0173885
3452,2.617,0.0173885
3453,2.618,0.0173885
3454,2.619,0.0173885
3455,2.62,0.0173885
3456,2.621,0.0173885
3457,2.622,0.0173885
3458,2.623,0.0173885
3459,2.624,0.0173885
3460,2.625,0.0173885
3461,2.626,0.0173885
3462,2.627,0.0173885
3463,2.628,0.0173885
3464,2.629,0.0173885
3465,2.63,0.0173885
3466,2.631,0.0173885
3467,2.632,0.0173885
3468,2.633,0.0173885
3469,2.634,0.0173885
3470,2.635,0.0173885
3471,2.636,0.0173885
3472,2.637,0.0173885
3473,2.638,0.0173885
3474,2.639,0.0173885
3475,2.64,0.0173885
3476,2.641,0.0173885
3477,2.642,0.0173885
3478,2.643,0.0173885
3479,2.644,0.0173885
3480,2.645,0.0173885
3481,2.646,0.0173885
3482,2.647,0.0173885
3483,2.648,0.0173885
3484,2.649,0.0173885
3485,2.65,0.0173885
3486,2.651,0.0173885
3487,2.652,0.0173885
3488,2.653,0.0173885
3489,2.654,0.0173885
3490,2.655,0.0173885
3491,2.656,0.0173885
3492,2.657,0.0173885
3493,2.658,0.0173885
3494,2.659,0.0173885
3495,2.66,0.0173885
3496,2.661,0.0173885
3497,2.662,0.0173885
3498,2.663,0.0173885
3499,2.664,0.0173885
3500,2.665,0.0173885
3501,2.666,0.0173885
3502,2.667,0.0173885
3503,2.668,0.0173885
3504,2.669,0.0173885
3505,2.67,0.0173885
3506,2.671,0.0173885
3507,2.672,0.0173885
3508,2.673,0.0173885
3509,2.674,0.0173885
3510,2.675,0.0173885
3511,2.676,0.0173885
3512,2.677,0.0173885
3513,2.678,0.0173885
3514,2.679,0.0173885
3515,2.68,0.0173885
3516,2.681,0.0173885
3517,2.682,0.0173885
3518,2.683,0.0173885
3519,2.684,0.0173885
3520,2.685,0.0173885
3521,2.686,0.0173885
3522,2.687,0.0173885
3523,2.688,0.0173885
3524,2.689,0.0173885
3525,2.69,0.0173885
3526,2.691,0.0173885
3527,2.692,0.0173885
3528,2.693,0.0173885
3529,2.694,0.0173885
3530,2.695,0.0173885
3531,2.696,0.0173885
3532,2.697,0.0173885
3533,2.698,0.0173885
3534,2.699,0.0173885
3535,2.7,0.0173885
3536,2.701,0.0173885
3537,2.702,0.0173885
3538,2.703,0.0173885
3539,2.704,0.0173885
3540,2.705,0.0173885
3541,2.706,0.0173885
3542,2.707,0.0173885
3543,2.708,0.0173885
3544,2.709,0.0173885
3545,2.71,0.0173885
3546,2.711,0.0173885
3547,2.712,0.0173885
3548,2.713,0.0173885
3549,2.714,0.0173885
3550,2.715,0.0173885
3551,2.716,0.0173885
3552,2.717,0.0173885
3553,2.718,0.0173885
3554,2.719,0.0173885
3555,2.72,0.0173885
3556,2.721,0.0173885
3557,2.722,0.0173885
3558,2.723,0.0173885
3559,2.724,0.0173885
3560,2.725,0.0173885
3561,2.726,0.0173885
3562,2.727,0.0173885
3563,2.728,0.0173885
3564,2.729,0.0173885
3565,2.73,0.0173885
3566,2.731,0.0173885
3567,2.732,0.0173885
3568,2.733,0.0173885
3569,2.734,0.0173885
3570,2.735,0.0173885
3571,2.736,0.0173885
3572,2.737,0.0173885
3573,2.738,0.0173885
3574,2.739,0.0173885
3575,2.74,0.0173885
3576,2.741,0.0173885
3577,2.742,0.0173885
3578,2.743,0.0173885
3579,2.744,0.0173885
3580,2.745,0.0173885
3581,2.746,0.0173885
3582,2.747,0.0173885
3583,2.748,0.0173885
3584,2.749,0.0173885
3585,2.75,0.0173885
3586,2.751,0.0173885
3587,2.752,0.0173885
3588,2.753,0.0173885
3589,2.754,0.0173885
3590,2.755,0.0173885
3591,2.756,0.0173885
3592,2.757,0.0173885
3593,2.758,0.0173885
3594,2.759,0.0173885
3595,2.76,0.0173885
3596,2.761,0.0173885
3597,2.762,0.0173885
3598,2.763,0.0173885
3599,2.764,0.0173885
3600,2.765,0.0173885
3601,2.766,0.0173885
3602,2.767,0.0173885
3603,2.768,0.0173885
3604,2.769,0.0173885
3605,2.77,0.0173885
3606,2.771,0.0173885
3607,2.772,0.0173885
3608,2.773,0.0173885
3609,2.774,0.0173885
3610,2.775,0.0173885
3611,2.776,0.0173885
3612,2.777,0.0173885
3613,2.778,0.0173885
3614,2.779,0.0173885
3615,2.78,0.0173885
3616,2.781,0.0173885
3617,2.782,0.0173885
3618,2.783,0.0173885
3619,2.784,0.0173885
3620,2.785,0.0173885
3621,2.786,0.0173885
3622,2.787,0.0173885
3623,2.788,0.0173885
3624,2.789,0.0173885
3625,2.79,0.0173885
3626,2.791,0.0173885
3627,2.792,0.0173885
3628,2.793,0.0173885
3629,2.794,0.0173885
3630,2.795,0.0173885
3631,2.796,0.0173885
3632,2.797,0.0173885
3633,2.798,0.0173885
3634,2.799,0.0173885
3635,2.8,0.0173885
3636,2.801,0.0173885
3637,2.802,0.0173885
3638,2.803,0.0173885
3639,2.804,0.0173885
3640,2.805,0.0173885
3641,2.806,0.0173885
3642,2.807,0.0173885
3643,2.808,0.0173885
3644,2.809,0.0173885
3645,2.81,0.0173885
3646,2.811,0.0173885
3647,2.812,0.0173885
3648,2.813,0.0173885
3649,2.814,0.0173885
3650,2.815,0.0173885
3651,2.816,0.0173885
3652,2.817,0.0173885
3653,2.818,0.0173885
3654,2.819,0.0173885
3655,2.82,0.0173885
3656,2.821,0.0173885
3657,2.822,0.0173885
3658,2.823,0.0173885
3659,2.824,0.0173885
3660,2.825,0.0173885
3661,2.826,0.0173885
3662,2.827,0.0173885
3663,2.828,0.0173885
3664,2.829,0.0173885
3665,2.83,0.0173885
3666,2.831,0.0173885
3667,2.832,0.0173885
3668,2.833,0.0173885
3669,2.834,0.0173885
3670,2.835,0.0173885
3671,2.836,0.0173885
3672,2.837,0.0173885
3673,2.838,0.0173885
3674,2.839,0.0173885
3675,2.84,0.0173885
3676,2.841,0.0173885
3677,2.842,0.0173885
3678,2.843,0.0173885
3679,2.844,0.0173885
3680,2.845,0.0173885
3681,2.846,0.0173885
3682,2.847,0.0173885
3683,2.848,0.0173885
3684,2.849,0.0173885
3685,2.85,0.0173885
3686,2.851,0.0173885
3687,2.852,0.0173885
3688,2.853,0.0173885
3689,2.854,0.0173885
3690,2.855,0.0173885
3691,2.856,0.0173885
3692,2.857,0.0173885
3693,2.858,0.0173885
3694,2.859,0.0173885
3695,2.86,0.0173885
3696,2.861,0.0173885
3697,2.862,0.0173885
3698,2.863,0.0173885
3699,2.864,0.0173885
3700,2.865,0.0173885
3701,2.866,0.0173885
3702,2.867,0.0173885
3703,2.868,0.0173885
3704,2.869,0.0173885
3705,2.87,0.0173885
3706,2.871,0.0173885
3707,2.872,0.0173885
3708,2.873,0.0173885
3709,2.874,0.0173885
3710,2.875,0.0173885
3711,2.876,0.0173885
3712,2.877,0.0173885
3713,2.878,0.0173885
3714,2.879,0.0173885
3715,2.88,0.0173885
3716,2.881,0.0173885
3717,2.882,0.0173885
3718,2.883,0.0173885
3719,2.884,0.0173885
3720,2.885,0.0173885
3721,2.886,0.0173885
3722,2.887,0.0173885
3723,2.888,0.0173885
3724,2.889,0.0173885
3725,2.89,0.0173885
3726,2.891,0.0173885
3727,2.892,0.0173885
3728,2.893,0.0173885
3729,2.894,0.0173885
3730,2.895,0.0173885
3731,2.896,0.0173885
3732,2.897,0.0173885
