SNR_dB,RMSE_cfo
-1.000000000000000000e+01,2.473927332515416244e-01
-9.000000000000000000e+00,2.452654096969738295e-01
-8.000000000000000000e+00,2.387745337049901329e-01
-7.000000000000000000e+00,2.308160283553123415e-01
-6.000000000000000000e+00,2.156285043255846412e-01
-5.000000000000000000e+00,1.940458102339134294e-01
-4.000000000000000000e+00,1.625463013120564681e-01
-3.000000000000000000e+00,1.256530554535011390e-01
-2.000000000000000000e+00,9.930058356301466049e-02
-1.000000000000000000e+00,7.898631463938869668e-02
0.000000000000000000e+00,4.464232017417245346e-02
1.000000000000000000e+00,3.535665467195284878e-02
2.000000000000000000e+00,1.597998906753176837e-02
3.000000000000000000e+00,1.859151224450697037e-03
4.000000000000000000e+00,1.635095954827867201e-03
5.000000000000000000e+00,1.441610176155802472e-03
6.000000000000000000e+00,1.273634188636406676e-03
7.000000000000000000e+00,1.127142778641489857e-03
8.000000000000000000e+00,9.988989173460073329e-04
9.000000000000000000e+00,8.862708224572358713e-04
1.000000000000000000e+01,7.870955963645441446e-04
1.100000000000000000e+01,6.995771583024120322e-04
1.200000000000000000e+01,6.222094525897568828e-04
1.300000000000000000e+01,5.537183075323248282e-04
1.400000000000000000e+01,4.930170803040036806e-04
1.500000000000000000e+01,4.391725193086009932e-04
1.600000000000000000e+01,3.913782281745862191e-04
1.700000000000000000e+01,3.489338139974373270e-04
1.800000000000000000e+01,3.112283132435743989e-04
1.900000000000000000e+01,2.777268614568586505e-04
2.000000000000000000e+01,2.479598444223011415e-04
2.100000000000000000e+01,2.215139660099985878e-04
2.200000000000000000e+01,1.980248116133048427e-04
2.300000000000000000e+01,1.771705906099800163e-04
2.400000000000000000e+01,1.586668173469153167e-04
