-1.000000000000000000e+01	-8.638201475817304242e-01	5.000000000000000000e-01	1.000000000000000000e+00	6.255890270408399900e-02	5.127665991035784145e+02	0.000000000000000000e+00	1.000000000000000000e+00
-9.000000000000000000e+00	1.361798524182695758e-01	5.000000000000000000e-01	1.000000000000000000e+00	6.255890270408399900e-02	4.877400737393330701e+02	0.000000000000000000e+00	1.000000000000000000e+00
-8.000000000000000000e+00	1.136179852418269576e+00	5.000000000000000000e-01	1.000000000000000000e+00	6.255890270408399900e-02	4.906136321931444400e+02	0.000000000000000000e+00	1.000000000000000000e+00
-7.000000000000000000e+00	2.136179852418269576e+00	5.000000000000000000e-01	1.000000000000000000e+00	6.255890270408399900e-02	4.700731096728464991e+02	0.000000000000000000e+00	1.000000000000000000e+00
-6.000000000000000000e+00	3.136179852418269576e+00	5.000000000000000000e-01	1.000000000000000000e+00	6.255890270408399900e-02	4.512995724155962307e+02	0.000000000000000000e+00	1.000000000000000000e+00
-5.000000000000000000e+00	4.136179852418269576e+00	5.000000000000000000e-01	1.000000000000000000e+00	6.351774897263393060e-02	4.150175696582013529e+02	0.000000000000000000e+00	1.000000000000000000e+00
-4.000000000000000000e+00	5.136179852418269576e+00	5.000000000000000000e-01	1.000000000000000000e+00	6.532265804172177059e-02	2.930296177436676430e+02	0.000000000000000000e+00	1.000000000000000000e+00
-3.000000000000000000e+00	6.136179852418269576e+00	5.000000000000000000e-01	1.000000000000000000e+00	7.082617843851357620e-02	2.733981477397021536e+02	0.000000000000000000e+00	1.000000000000000000e+00
-2.000000000000000000e+00	7.136179852418269576e+00	5.000000000000000000e-01	1.000000000000000000e+00	7.312097858218366553e-02	2.265842613687014477e+02	0.000000000000000000e+00	1.000000000000000000e+00
-1.000000000000000000e+00	8.136179852418269576e+00	5.000000000000000000e-01	1.000000000000000000e+00	7.056078165519105716e-02	1.038429440609711918e+02	0.000000000000000000e+00	1.000000000000000000e+00
0.000000000000000000e+00	9.136179852418269576e+00	1.022875000000000034e-01	1.000000000000000000e+00	3.098883328192716946e-02	5.590169943750410847e-02	0.000000000000000000e+00	1.900000000000000022e-01
1.000000000000000000e+00	1.013617985241826958e+01	8.262500000000000747e-03	9.300000000000000488e-01	9.776169306488809510e-03	4.330127018923018989e-02	0.000000000000000000e+00	1.000000000000000021e-02
2.000000000000000000e+00	1.113617985241826958e+01	9.374999999999999653e-04	4.799999999999999822e-01	6.271823483783202022e-03	3.952847075211136235e-02	0.000000000000000000e+00	0.000000000000000000e+00
3.000000000000000000e+00	1.213617985241826958e+01	1.875000000000000039e-04	1.300000000000000044e-01	5.438863809915791062e-03	3.750000000000280886e-02	0.000000000000000000e+00	0.000000000000000000e+00
4.000000000000000000e+00	1.313617985241826958e+01	1.250000000000000060e-05	1.000000000000000021e-02	4.593652600551252109e-03	3.061862178479910629e-02	0.000000000000000000e+00	0.000000000000000000e+00
