SNR_dB,RMSE_cfo
-1.000000000000000000e+01,1.573704743994919775e-01
-9.000000000000000000e+00,1.438587000563761875e-01
-8.000000000000000000e+00,1.308033324408995890e-01
-7.000000000000000000e+00,1.127300605938191397e-01
-6.000000000000000000e+00,9.377591300919903283e-02
-5.000000000000000000e+00,7.825996522347118678e-02
-4.000000000000000000e+00,6.238602169111506779e-02
-3.000000000000000000e+00,4.640450120102605075e-02
-2.000000000000000000e+00,3.289396921956373038e-02
-1.000000000000000000e+00,1.620444219040743580e-02
0.000000000000000000e+00,2.861739915247274533e-03
1.000000000000000000e+00,2.498362196558708177e-03
2.000000000000000000e+00,2.189465650010862657e-03
3.000000000000000000e+00,1.924736524710170087e-03
4.000000000000000000e+00,1.696323495045900555e-03
5.000000000000000000e+00,1.498132282117405501e-03
6.000000000000000000e+00,1.325354221349639297e-03
7.000000000000000000e+00,1.174140122567235173e-03
8.000000000000000000e+00,1.041368511480748578e-03
9.000000000000000000e+00,9.244776400301816773e-04
1.000000000000000000e+01,8.213418854784025787e-04
1.100000000000000000e+01,7.301797046067676428e-04
1.200000000000000000e+01,6.494843499262371606e-04
1.300000000000000000e+01,5.779711794047641968e-04
1.400000000000000000e+01,5.145371644937045972e-04
1.500000000000000000e+01,4.582294325690251346e-04
1.600000000000000000e+01,4.082205501852731455e-04
1.700000000000000000e+01,3.637888754162472310e-04
1.800000000000000000e+01,3.243027549093130120e-04
1.900000000000000000e+01,2.892076644357645301e-04
2.000000000000000000e+01,2.580156258194115401e-04
2.100000000000000000e+01,2.302964030802719109e-04
2.200000000000000000e+01,2.056701042476420682e-04
2.300000000000000000e+01,1.838009053653716167e-04
2.400000000000000000e+01,1.643916789418225816e-04
