SNR_dB,RMSE_cfo
-1.000000000000000000e+01,7.645640221709024131e-02
-9.000000000000000000e+00,7.645640221709025519e-02
-8.000000000000000000e+00,7.645640221709025519e-02
-7.000000000000000000e+00,7.645640221709024131e-02
-6.000000000000000000e+00,7.645640221709024131e-02
-5.000000000000000000e+00,7.500336828422921043e-02
-4.000000000000000000e+00,7.816072359922510149e-02
-3.000000000000000000e+00,7.545382668969133344e-02
-2.000000000000000000e+00,7.346042393246281221e-02
-1.000000000000000000e+00,7.836105634958306920e-02
0.000000000000000000e+00,2.692455736820619297e-02
1.000000000000000000e+00,7.079609465286493958e-03
2.000000000000000000e+00,6.099605786269497558e-03
3.000000000000000000e+00,5.302756824294027616e-03
4.000000000000000000e+00,4.528097256195325396e-03
5.000000000000000000e+00,3.962517176431055999e-03
6.000000000000000000e+00,3.355897579854299605e-03
7.000000000000000000e+00,2.940456440761470436e-03
8.000000000000000000e+00,2.603979571152992278e-03
9.000000000000000000e+00,2.291049989845708301e-03
1.000000000000000000e+01,2.033604484581939299e-03
1.100000000000000000e+01,1.806769448322720481e-03
1.200000000000000000e+01,1.606432535505045774e-03
1.300000000000000000e+01,1.428860687591899763e-03
1.400000000000000000e+01,1.276621395399151274e-03
1.500000000000000000e+01,1.140318936656111153e-03
1.600000000000000000e+01,1.015205746184033760e-03
1.700000000000000000e+01,9.071434699828009526e-04
1.800000000000000000e+01,8.071756329198822308e-04
1.900000000000000000e+01,7.259267885725498174e-04
2.000000000000000000e+01,6.471223781081624849e-04
2.100000000000000000e+01,5.764431905703384235e-04
2.200000000000000000e+01,5.135454635499052921e-04
2.300000000000000000e+01,4.565223685015345752e-04
2.400000000000000000e+01,4.076063305646326061e-04
