SNR_dB,RMSE_cfo
-1.000000000000000000e+01,6.969624345647529307e-02
-9.000000000000000000e+00,6.969624345647529307e-02
-8.000000000000000000e+00,6.969624345647529307e-02
-7.000000000000000000e+00,6.969624345647529307e-02
-6.000000000000000000e+00,6.952942267544338917e-02
-5.000000000000000000e+00,7.005313231911684813e-02
-4.000000000000000000e+00,6.852214136036233194e-02
-3.000000000000000000e+00,7.068898603773461631e-02
-2.000000000000000000e+00,7.024697337056520774e-02
-1.000000000000000000e+00,7.108122790342112640e-02
0.000000000000000000e+00,3.141583453001921961e-02
1.000000000000000000e+00,6.783824652834442685e-03
2.000000000000000000e+00,6.069659790296236257e-03
3.000000000000000000e+00,5.428649639876334011e-03
4.000000000000000000e+00,4.722286437043450059e-03
5.000000000000000000e+00,4.147066054908173961e-03
6.000000000000000000e+00,3.740159491448632068e-03
7.000000000000000000e+00,3.212329822527601030e-03
8.000000000000000000e+00,2.846294122086351092e-03
9.000000000000000000e+00,2.520566024638615493e-03
1.000000000000000000e+01,2.244696903220294148e-03
1.100000000000000000e+01,2.026319413386840334e-03
1.200000000000000000e+01,1.804417977618967550e-03
1.300000000000000000e+01,1.593047919295893528e-03
1.400000000000000000e+01,1.417621625927359408e-03
1.500000000000000000e+01,1.255556574638706747e-03
1.600000000000000000e+01,1.102480374413675060e-03
1.700000000000000000e+01,9.819504220023363844e-04
1.800000000000000000e+01,8.752380107319027505e-04
1.900000000000000000e+01,7.794400687077786749e-04
2.000000000000000000e+01,6.885997218994361962e-04
2.100000000000000000e+01,6.136514683235390170e-04
2.200000000000000000e+01,5.469270281337775376e-04
2.300000000000000000e+01,4.875149354277315663e-04
2.400000000000000000e+01,4.346079688123903324e-04
