SNR_dB,RMSE_cfo
-1.000000000000000000e+01,1.399133441067235695e-01
-9.000000000000000000e+00,1.371686173967248679e-01
-8.000000000000000000e+00,1.160348444741707702e-01
-7.000000000000000000e+00,1.055396715582182371e-01
-6.000000000000000000e+00,9.577020784602108261e-02
-5.000000000000000000e+00,8.644242883281405554e-02
-4.000000000000000000e+00,8.704537556922252450e-02
-3.000000000000000000e+00,7.072811525004944755e-02
-2.000000000000000000e+00,5.370050262835644045e-02
-1.000000000000000000e+00,2.548203731368883437e-02
0.000000000000000000e+00,2.196102813035033172e-02
1.000000000000000000e+00,1.907839854896789533e-02
2.000000000000000000e+00,1.666966568254427822e-02
3.000000000000000000e+00,1.462715088614898774e-02
4.000000000000000000e+00,1.287683069129173276e-02
5.000000000000000000e+00,1.136493002315079603e-02
6.000000000000000000e+00,1.005077330467460048e-02
7.000000000000000000e+00,8.902726191391435381e-03
8.000000000000000000e+00,7.895680713417584096e-03
9.000000000000000000e+00,7.009380889629797731e-03
1.000000000000000000e+01,6.227253158778445555e-03
1.100000000000000000e+01,5.535564802460461557e-03
1.200000000000000000e+01,4.922806812262362462e-03
1.300000000000000000e+01,4.379235138679435542e-03
1.400000000000000000e+01,3.896525704907606753e-03
1.500000000000000000e+01,3.467512036028534608e-03
1.600000000000000000e+01,3.085983363034900361e-03
1.700000000000000000e+01,2.746527313877155079e-03
1.800000000000000000e+01,2.444405728257404223e-03
1.900000000000000000e+01,2.175455293248046255e-03
2.000000000000000000e+01,1.936006963794362993e-03
2.100000000000000000e+01,1.722819761409903876e-03
2.200000000000000000e+01,1.533025716524390961e-03
2.300000000000000000e+01,1.364083564044884676e-03
2.400000000000000000e+01,1.213739410268776771e-03
